applicant_name,applicant_licence_no,regno,nappi_code,name,schedule,dosage_form,pack_size,is_generic,num_packs,equivalence_key,sep,effective_date
Glaxosmithkline South Africa (Pty) Ltd,1200.0,27/17.1/0569,800449002,Mivacron 5,S4,Inj,5,Originator,5,,563.78,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,z/2.5/280,805505008,Lamictin 25,S3,Tab,60,Originator,1,,157.58,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,z/2.5/281,805513019,Lamictin 50,S3,Tab,60,Originator,1,,240.01,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,z/2.5/282,805521003,Lamictin 100,S3,Tab,60,Originator,1,,375.81,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,z/11.4.3/303,811882020,Zantac Effervescent 150,S3,Eft,15,Originator,1,,203.11,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,29/2.5/0303,813885019,Lamictin P5,S3,Dsp,100,Originator,1,,155.64,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,29/2.5/0304,813893003,Lamictin P25,S3,Dsp,60,Originator,1,,157.58,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,29/2.5/0305,813907004,Lamictin P100,S3,Dsp,60,Originator,1,,375.81,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,z/20.1.1/148,814091008,Zinnat Suspension 125 Mg,S4,Sus,50,Originator,1,,80.44,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,z/20.1.1/148,814091016,Zinnat Suspension 125 Mg,S4,Sus,100,Originator,1,,160.88,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,28/5.7.1/0477,815535015,Zyrtec Oral Drops 10 Mg/Ml,S2,Drp,15,Originator,1,,231.97,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,28/7.3/0726,815640005,Imigran 50,S4,Tab,2,Originator,1,,162.83,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,28/7.3/0726,815640013,Imigran 50,S4,Tab,6,Originator,1,,488.48,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,29/2.5/0472,819034002,Lamictin 200,S3,Tab,60,Originator,1,,710.87,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,28/5.7.1/0478,820946028,Zyrtec Oral Solution 1 Mg/Ml,S2,Sol,150,Originator,1,,216.22,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,30/20.2.8/0366,821632019,3 Tc Tablets,S4,Tab,60,Originator,1,,159.71,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,30/20.2.8/0367,821640003,3Tc Oral Solution,S4,Syr,240,Originator,1,,113.35,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,29/30.1/0310,822361019,Havrix 1440,S4,Vac,1,Originator,1,,260.15,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,r/20.2.8/271,826340008,Zovirax Cream,S4,Cre,10,Originator,1,,182.19,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,r/20.2.8/271,826340016,Zovirax Cream,S4,Cre,2,Originator,1,,36.44,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,31/17.1/0255,827959001,"Nimbex 2 Mg/Ml (2,5 Ml)",S4,Inj,3,Originator,5,,278.46,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,31/17.1/0444,827967004,Nimbex 2 Mg/Ml (5 Ml),S4,Inj,5,Originator,5,,556.89,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,31/17.1/0445,827975007,Nimbex 2 Mg/Ml (10 Ml),S4,Inj,10,Originator,5,,1113.81,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,31/2.9/0079,853097003,Ultiva 2 Mg,S6,Inj,5,Originator,5,,1347.3,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,32/2.5/0459,891708006,Lamictin P50,S3,Dsp,60,Originator,1,,240.01,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,32/2.5/0460,891716002,Lamictin P200,S3,Dsp,60,Originator,1,,710.87,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,32/30.1/0468,892939001,Varilrix,S4,Vac,1,Originator,1,,342.16,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,1200.0,33/20.2.8/0464,898531003,Ziagen Tablets,S4,Tab,60,Originator,1,,1274.86,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,y/1.2/420,703219001,Aropax,S5,Tab,30,Originator,1,,475.42,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,35/11.4.3/0341,703241003,Zantac 75,S2,Eft,6,Originator,1,,26.79,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,35/11.4.3/0341,703241006,Zantac 75,S2,Eft,24,Originator,1,,107.1,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,a38/20.2.8/0379,713582001,Telzir® Oral Suspension,S4,Sus,225,Originator,1,,656.05,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,43/11.3/0192,715024001,Alli,S2,Cap,42,Originator,1,,207.13,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,43/11.3/0192,715024002,Alli,S2,Cap,84,Originator,1,,414.24,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,42/20.2.8/0942,719297001,Celsentri 300Mg,S4,Tab,60,Originator,1,,4054.18,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,43/8.2/0021,719320001,"Arixtra 5,0Mg/0,4Ml",S4,Inj,1,Originator,10,,1178.44,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,42/26/0740,719443001,Hycamtin 1Mg,S4,Cap,10,Originator,1,,8726.13,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,42/26/0739,719444001,Hycamtin 0.25Mg,S4,Cap,10,Originator,1,,2181.51,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,h.2746,732524008,Imuran,S4,Inj,1,Originator,1,,809.49,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,r/17.1/0210,771597002,Tracrium 5Ml,S4,Inj,5,Originator,5,,757.3,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,j/7.1.3/52,771627017,Trandate,S3,Tab,60,Originator,1,,449.84,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,v/20.2.8/111,784265003,Retrovir,S4,Cap,100,Originator,1,,305.14,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,x/5.10/332,785814019,Zofran,S4,Tab,15,Originator,1,,715.59,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,x/5.10/333,785830006,Zofran,S4,Tab,15,Originator,1,,1129.44,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,w/7.1.4/103,793418003,Elantan 20,S3,Tab,60,Originator,1,,151.47,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,w/7.1.4/103,793418011,Elantan 20,S3,Tab,500,Originator,1,,1262.33,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,27/20.2.8/0113,794236006,Retrovir,S4,Syr,200,Originator,1,,119.38,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,x/20.2.6/376,805580018,Halfan,S4,Tab,6,Originator,1,,156.43,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,x/20.2.6/377,806161019,Halfan,S4,Sus,30,Originator,1,,232.39,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,28/13.9/0142,815616007,Wartec,S2,Sol,3,Originator,1,,334.14,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,29/20.2.8/0442,817783008,Zelitrex 500,S4,Tab,42,Originator,1,,1205.29,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,29/20.2.8/0442,817783016,Zelitrex 500,S4,Tab,10,Originator,1,,286.97,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,29/20.2.8/0442,817783024,Zelitrex 500,S4,Tab,30,Originator,1,,860.93,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,30/11.4.3/0040,822817020,Zantac 75,S2,Tab,24,Originator,1,,107.4,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,30/11.4.3/0040,822817021,Zantac 75,S2,Tab,6,Originator,1,,21.84,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,30/11.4.3/0041,822817022,Zantac 75,S2,Tab,12,Originator,1,,43.68,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,27/20.2.8/0466,823473007,Activir Pump Pack,S1,Cre,2,Originator,1,,64.38,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,e/20.1.2/119,835021009,Amoxil D,S4,Drp,125,Originator,1,,81.01,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,v/20.2.8/211,837350026,Retrovir,S4,Cap,60,Originator,1,,418.75,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,32/7.3/0463,848808002,Naramig,S4,Tab,4,Originator,1,,243.07,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,32/5.10/0461,862223008,Zofran Zydis,S4,Dsp,10,Originator,1,,678.43,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,32/5.10/0462,862231019,Zofran Zydis,S4,Dsp,10,Originator,1,,1047.27,2016-11-11
Glaxosmithkline South Africa (Pty) Ltd,579.0,x/30.1/259,884039002,Mencevax Acwy Single Dose Vial,S4,Vac,1,Originator,1,,178.81,2016-11-11
Glenmark Pharmaceuticals South Africa (Pty) Ltd,297.0,43/20.1.6/0680,715837002,Supiroban,S2,Oin,50,Generic,1,,184.41,2016-11-14
Glenmark Pharmaceuticals South Africa (Pty) Ltd,297.0,43/20.1.6/0680,715837003,Supiroban,S2,Oin,14,Generic,1,,51.63,2016-11-14
Glenmark Pharmaceuticals South Africa (Pty) Ltd,297.0,44/10.2.2/0912,718308001,Glenmont 4,S3,Chu,28,Generic,1,,196.91,2016-11-14
Glenmark Pharmaceuticals South Africa (Pty) Ltd,297.0,44/10.2.2/0913,718309001,Glenmont 5,S3,Chu,28,Generic,1,,196.91,2016-11-14
Glenmark Pharmaceuticals South Africa (Pty) Ltd,297.0,44/10.2.2/0914,718310001,Glenmont 10,S3,Tab,28,Generic,1,,196.91,2016-11-14
Glenmark Pharmaceuticals South Africa (Pty) Ltd,297.0,g1390 (act 101/1965),730858065,Hibitane(Obstetric Cream),S2,Cre,250,Originator,1,,99.16,2016-11-14
Glenmark Pharmaceuticals South Africa (Pty) Ltd,297.0,g1400 (act 101/1965),768278007,Synalar,S4,Cre,15,Originator,1,,64.74,2016-11-14
Glenmark Pharmaceuticals South Africa (Pty) Ltd,297.0,g1401(act 101/1965),768286018,Synalar,S4,Oin,15,Originator,1,,64.74,2016-11-14
Glenmark Pharmaceuticals South Africa (Pty) Ltd,297.0,b/13.4.1/133,768294002,Synalar Gel,S4,Jel,30,Originator,1,,149.64,2016-11-14
Glenmark Pharmaceuticals South Africa (Pty) Ltd,297.0,s/20.2.6/251,779822014,Metrazole,S4,Tab,1000,Generic,1,,212.05,2016-11-14
Glenmark Pharmaceuticals South Africa (Pty) Ltd,297.0,z/3.1/377,895196006,Iboflam,S3,Tab,1000,Generic,1,,268.57,2016-11-14
Gulf Drug Company (Pty) Ltd,699.0,27/3.1/0059,701072001,Roxifen,S3,Cap,30,Generic,1,,25.53,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,37/20.1.2/0466,704401001,Amoxicap 250,S4,Cap,500,Generic,1,,170.26,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,37/3.1/0641,706314001,Difen Sr,S3,Srt,30,Generic,1,,97.84,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,37/20.1.1/0617,706326001,Belex 250,S4,Fct,500,Generic,1,,322.89,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,37/20.1.1/0618,706327001,Belex 500,S4,Cap,100,Generic,1,,133.04,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,a38/21.2/0560,707587001,Glycobeta,S3,Tab,60,Generic,1,,65.05,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,41/8.1/0812,712953001,Gulf Amlodipine 5,S3,Tab,30,Generic,1,,40.97,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,41/8.1/0813,712954001,Gulf Amlodipine 10,S3,Tab,30,Generic,1,,72.69,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,a40/11.4.3/0663,713553001,Gulf Ranitidine 150,S3,Fct,60,Generic,1,,59.84,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,a40/11.4.3/0415,713554001,Gulf Ranitidine 300,S3,Fct,30,Generic,1,,51.4,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,41/20.2.2/0240,713555001,Gulf Fluconazole 50,S4,Cap,14,Generic,1,,105.83,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,41/20.2.2/0124,713556001,Gulf Fluconazole 150,S4,Cap,1,Generic,1,,20.88,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,41/20.2.2/0107,713557001,Gulf Fluconazole 200,S4,Cap,28,Generic,1,,387.81,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,41 / 5.7.1 / 0119,713908001,Lormeg 10,S2,Tab,10,Generic,1,,17.04,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,41 / 5.7.1 / 0119,713908002,Lormeg 10,S2,Tab,30,Generic,1,,51.12,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,41/5.2/0005,715625001,Gulf Atenolol 50,S3,Fct,28,Generic,1,,19.09,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,41/5.2/0004,715626001,Gulf Atenolol 100,S3,Fct,28,Generic,1,,32.47,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,41/20.1.1/0524,717562001,Gulf Ceftriaxone 1G,S4,Inj,10,Generic,10,,162.75,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,41/20.1.1/0646,717566001,Gulf Cefuroxime 750,S4,Inj,10,Generic,10,,225.63,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,a40/1.2/0605,718746001,Gulf Amitriptyline 25,S5,Tab,500,Generic,1,,292.29,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,43/5.4.1/0134,719542001,"Oxpola 0,125 Mg",S4,Tab,100,Generic,1,,276.87,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,43/5.4.1/0133,719543001,"Oxpola 0,25 Mg",S4,Tab,100,Generic,1,,337.31,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,43/5.4.1/0135,719545001,"Oxpola 1,0 Mg",S4,Tab,100,Generic,1,,1110.4,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,42/2.6.5/0065,719549001,Gulf Haloperidol 5,S5,Tab,100,Generic,1,,105.73,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,42/20.1.1/0971,719675001,"Gulf Vancomycin 0,5 G",S4,Poi,10,Generic,10,,925.1,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,42/20.1.1/0972,719677001,"Gulf Vancomycin 1,0 G",S4,Poi,20,Generic,10,,1850.2,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,41/20.1.1/0976,719683001,Racemin 250,S4,Tab,100,Generic,1,,138.76,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,b/2.8/1473,795402007,Kodapon,S2,Tab,1000,Generic,1,,413.35,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,28/5.2/0420,806552034,Indoblok 10,S3,Tab,1000,Generic,1,,95.91,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,g3093(act 101 of 1965),818267038,Trolic,S4,Tab,1000,Generic,1,,129.15,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,28/2.7/0511,867950021,Gulf Paracetamol,S1,Tab,1000,Generic,1,,109.98,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,27/2.7/0138,867969024,Painblok,S1,Tab,100,Generic,1,,20.54,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,z/20.2/0026,867977027,Nucotrim,S4,Tab,1000,Generic,1,,154.48,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,27/3.1/0136,868213012,Gulf Indomethacin 25,S3,Cap,1000,Generic,1,,142.75,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,29/3.1/0727,868221007,Ibunate 200Mg Tablets,S3,Fct,1000,Generic,1,,129.15,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,28/20.2.2/0419,878421009,Clomaderm,S1,Cre,20,Generic,1,,7.2,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,28/20.2.2/0418,878448004,Gynezol,S1,Vcr,50,Generic,1,,19.74,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,z/20.1.1/0246,884167003,Nucotet,S4,Cap,1000,Generic,1,,156.63,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,b/2.7/1644,894212006,Jp Paracetamol,S1,Tab,1000,Generic,1,,134.74,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,28/20.2/0378,894842005,Doctrim Suspension,S4,Sus,50,Generic,1,,4.5,2016-11-10
Gulf Drug Company (Pty) Ltd,699.0,28/20.2/0378,894842013,Doctrim Suspension,S4,Sus,100,Generic,1,,9.02,2016-11-10
Innovata Pharmaceuticals cc,677.0,27/3.1/0169,701891003,Amdocin,S3,Cap,1000,Generic,1,,131.9,2016-02-22
Innovata Pharmaceuticals cc,677.0,27/20.2.6/0008,702148011,Amzole,S4,Tab,1000,Generic,1,,157.01,2016-02-22
Innovata Pharmaceuticals cc,677.0,34/2.7/0466,704465001,Painogesic,S1,Tab,5000,Generic,1,,336.86,2016-02-22
Innovata Pharmaceuticals cc,677.0,27/2.7/0240,705940001,Ibu 200,S2,Tab,1000,Generic,1,,137.06,2016-02-22
Innovata Pharmaceuticals cc,677.0,k/18.1/114,705967001,Diuresix,S3,Tab,250,Generic,1,,54.17,2016-02-22
Innovata Pharmaceuticals cc,677.0,k/2.6/116,721174027,Doval 5 Mg,S5,Tab,100,Generic,1,,10.05,2016-02-22
Innovata Pharmaceuticals cc,677.0,y/3.1/122,895024012,Trio-Diclofenac Inj,S3,Inj,50,Generic,1,,58.98,2016-02-22
iNova Pharmaceuticals (Pty) Ltd,217.0,33/20.2.6/0243,706439001,Metrogel V,S2,Gel,1,Originator,1,,191.73,2016-11-02
iNova Pharmaceuticals (Pty) Ltd,217.0,b657,721786006,Duromine 15Mg,S5,Cap,30,Originator,1,,232.63,2016-11-02
iNova Pharmaceuticals (Pty) Ltd,217.0,b658,721794009,Duromine 30Mg,S5,Cap,30,Originator,1,,300.24,2016-11-02
iNova Pharmaceuticals (Pty) Ltd,217.0,h1612,747521018,Norflex 100Mg,S2,Tab,50,Originator,1,,69.29,2016-11-02
iNova Pharmaceuticals (Pty) Ltd,217.0,p/10.2/54,748501118,Nuelin Sa,S2,Tab,56,Originator,1,,180.08,2016-11-02
iNova Pharmaceuticals (Pty) Ltd,217.0,s/10.2/126,748528008,Nuelin Liquid,S2,Liq,500,Originator,1,,105.15,2016-11-02
iNova Pharmaceuticals (Pty) Ltd,217.0,s/10.2/126,748528016,Nuelin Liquid,S2,Liq,200,Originator,1,,42.06,2016-11-02
iNova Pharmaceuticals (Pty) Ltd,217.0,29/10.1/0013,818356006,Pholtex Junior,S2,Liq,100,Originator,1,,49.86,2016-11-02
iNova Pharmaceuticals (Pty) Ltd,217.0,32/34/0541,851884008,Aldara,S4,Cre,12,Originator,1,,920.36,2016-11-02
iNova Pharmaceuticals (Pty) Ltd,217.0,32/10.1/0116,853569002,Pholtex Forte,S2,Liq,100,Originator,1,,49.06,2016-11-02
iNova Pharmaceuticals (Pty) Ltd,217.0,32/21.5.1/0531,864463006,Qvar Autohaler,S3,Inh,200,Originator,1,,238.87,2016-11-02
iNova Pharmaceuticals (Pty) Ltd,217.0,32/21.5.1/0531,864501005,Qvar Inhaler,S3,Inh,200,Originator,1,,238.47,2016-11-02
Octapharma SA (Pty) Ltd,1194.0,36/30.3/0057,713087001,Albumin Human 20 % Octapharma,S4,Sol,50,Originator,1,,332.49,2016-03-14
Octapharma SA (Pty) Ltd,1194.0,36/30.3/0057,713088001,Albumin Human 20 % Octapharma,S4,Sol,100,Originator,1,,664.99,2016-03-14
Octapharma SA (Pty) Ltd,1194.0,34/30.2/0501,713089001,Octagam ® 50 Ml,S4,Inf,50,Originator,1,,1290.01,2016-03-14
Octapharma SA (Pty) Ltd,1194.0,34/30.2/0501,713090001,Octagam ® 100 Ml,S4,Inf,100,Originator,1,,2580.01,2016-03-14
Octapharma SA (Pty) Ltd,1194.0,34/30.2/0501,713098001,Octagam ® 200 Ml,S4,Inf,200,Originator,1,,5160.02,2016-03-14
Janssen Pharmaceutica (Pty) Ltd,900.0,35/2.9/0010,700243002,Tramacet,S5,Tab,60,Originator,1,,175.4,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,37/1.2/0322,704161001,Concerta,S6,Tab,30,Originator,1,,617.58,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,37/1.2/0323,704162001,Concerta,S6,Tab,30,Originator,1,,679.31,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,37/1.2/0324,704163001,Concerta,S6,Tab,30,Originator,1,,782.23,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,37/2.6.5/0142,705474001,Risperdal Consta,S5,Inj,1,Originator,1,,1317.45,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,37/2.6.5/0143,705475001,Risperdal Consta,S5,Inj,1,Originator,1,,1844.42,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,a39/20.2.2/0617,708721001,Trisporal,S4,Cap,4,Originator,1,,137.34,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,a39/20.2.2/0617,708721002,Trisporal,S4,Cap,14,Originator,1,,480.62,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,a39/20.2.2/0617,708721003,Trisporal,S4,Cap,28,Originator,1,,961.28,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,a39/5.4/0212,710616001,Lyrinel,S3,Tab,30,Originator,1,,306.76,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,a39/5.4/0224,710617001,Lyrinel,S3,Tab,30,Originator,1,,306.76,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,a40/2.6.5/0727,711419001,Risperlet,S5,Tab,30,Originator,1,,238.34,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,a40/2.6.5/0728,711420001,Risperlet,S5,Tab,30,Originator,1,,411.6,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,a40/2.6.5/0729,711421001,Risperlet,S5,Tab,30,Originator,1,,693.13,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,38/5.3/0312,714433001,Reminyl Cr 16Mg,S4,Cap,28,Originator,1,,899.64,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,38/5.3/0313,714434001,Reminyl Cr 24Mg,S4,Cap,28,Originator,1,,1259.46,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,42/1.2/0282,714559001,Concerta®,S6,Tab,30,Originator,1,,624.31,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,42/2.6.5/0284,715666001,Invega 3Mg,S5,Tab,28,Originator,1,,1596.71,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,42/2.6.5/0285,715667001,Invega 6Mg,S5,Tab,28,Originator,1,,1596.71,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,42/2.6.5/0286,715668001,Invega 9Mg,S5,Tab,28,Originator,1,,1890.88,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,43/30.1/0727,715819001,Stelara 45 Mg,S4,Pfs,1,Originator,1,,28500,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,41/2.5/0622,715978001,Topalex 25 Mg,S3,Tab,60,Originator,1,,174.58,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,41/2.5/0623,715979001,Topalex 50 Mg,S3,Tab,60,Originator,1,,321.21,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,41/2.5/0624,715981001,Topalex 100 Mg,S3,Tab,60,Originator,1,,570.56,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,41/2.9/1136,716424002,Jurnista 4 Mg,S6,Tab,28,Originator,1,,461.14,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,41/2.9/1130,716425002,Jurnista 8 Mg,S6,Tab,28,Originator,1,,658.76,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,41/2.9/1131,717378001,Jurnista 16 Mg,S6,Tab,28,Originator,1,,1243.43,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,43/5.7.1/0451,718100001,Sibelium T 5 Mg,S2,Tab,60,Originator,1,,682.86,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,44/2.6.5/0866,718469001,"Xeplion 50 Mg/0,50 Ml",S5,Inj,1,Originator,1,,2196.45,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,44/2.6.5/0867,718470001,"Xeplion 75 Mg/0,75 Ml",S5,Inj,1,Originator,1,,3294.68,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,44/2.6.5/0868,718471001,"Xeplion 100 Mg/1,0 Ml",S5,Inj,1,Originator,1,,4392.9,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,44/2.6.5/0870,718472001,"Xeplion 150 Mg/1,50 Ml",S5,Inj,2,Originator,1,,6589.36,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,43/26/0557,718481001,Yondelis 1 Mg,S4,Inj,1,Originator,1,,25213.38,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,43/30.1/0808,719211001,Simponi,S4,Pfp,1,Originator,1,,9487.38,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,44/2.9/0931,719300001,Ultracet,S5,Tab,60,Originator,1,,149.12,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,j/18.6/176,729752003,Gyno Pevaryl,S1,Vat,3,Originator,1,,206.24,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,r/18.6/179,729841007,Gyno Pevaryl Depot,S1,Vat,2,Originator,1,,366.31,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,k/5.7.2/261,744611016,Motilium,S4,Tab,100,Originator,1,,842.74,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,k/5.7.2/261,744611105,Motilium,S4,Tab,10,Originator,1,,84.26,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,s/20.2.2/161,747327009,Nizcreme,S1,Cre,20,Originator,1,,214.2,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,b/2.6.5/1017,751073008,Orap,S5,Tab,75,Originator,1,,498.55,2016-11-09
Janssen Pharmaceutica (Pty) Ltd,900.0,k/2.6.5/137,751081019,Orap,S5,Tab,100,Originator,1,,1774.41,2016-11-09
