Database Of Medicine Prices,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No,Applicant Name,MCC Medicine Reg. No.,Nappi Code,ATC 4 ,Medicine Schedule,Medicine Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,Originator or Generic,12 Months Volume of Sales
0000000947,Adcock Ingram Limited, Y/10.2.2/57,815357028,R03DA,S2,Adco Pulmophyllin Sr 300,Anhydrous Theophylline,300,mg,SRT,250,1,175.62,23.71,27.91,227.24,0.91,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,30/7.1/0092,819417009,C03BA,S3,Adco-Dapamax,Indapamide,3,mg,TAB,30,1,16.51,2.23,2.62,21.36,0.71,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,30/7.1/0092,819417017,C03BA,S3,Adco-Dapamax,Indapamide,3,mg,TAB,600,1,330.22,44.58,52.47,427.28,0.71,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,29/5.8/0657,819964018,R01BA,S1,Corenza Para-C Effervescent,Paracetamol,650,mg,EFT,10,1,32.45,4.38,5.16,41.98,4.20,14 December 2016,,Generic,
,,,,,,,Phenylephrine Hydrochloride,10,mg,,,,,,,,,,,,
,,,,,,,Vitamin C,250,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,29/18/0428,820113019,G04BD,S2,Urispas 200,Flavoxate Hydrochloride,200,mg,TAB,90,1,499.19,67.39,79.32,645.90,7.18,04 November 2016,,Originator,
0000000947,Adcock Ingram Limited,29/18/0428,820113020,G04BD,S2,Urispas 200,Flavoxate Hydrochloride,200,mg,TAB,15,1,83.18,11.24,13.22,107.63,7.18,04 November 2016,,Originator ,
0000000947,Adcock Ingram Limited,30/2.6/0212,821071009,N05BA,S5,Adco-Alzam 0.25 Mg ,Alprazolam,0,mg,TAB,30,1,16.74,2.26,2.66,21.66,0.72,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,30/2.6/0212,821071017,N05BA,S5,Adco-Alzam 0.25Mg,Alprazolam,0,mg,TAB,100,1,55.81,7.53,8.87,72.21,0.72,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,30/2.6/0211,821098004,N05BA,S5,Adco-Alzam 0.5 Mg ,Alprazolam,1,mg,TAB,30,1,23.44,3.16,3.73,30.33,1.01,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,30/2.6/0211,821098012,N05BA,S5,Adco-Alzam 0.5 Mg ,Alprazolam,1,mg,TAB,100,1,78.15,10.55,12.42,101.12,1.01,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,30/2.6/0211,821098020,N05BA,S5,Adco-Alzam 0.5 Mg ,Alprazolam,1,mg,TAB,250,1,195.37,26.37,31.04,252.79,1.01,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,30/2.6/0213,821101005,N05BA,S5,Adco-Alzam 1.0 Mg ,Alprazolam,1,mg,TAB,30,1,49.59,6.69,7.88,64.16,2.14,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,30/2.6/0213,821101013,N05BA,S5,Adco-Alzam 1.0 Mg ,Alprazolam,1,mg,TAB,100,1,165.28,22.32,26.26,213.86,2.14,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,29/13.9.1/0270,821462016,D05AX,S3,Dovonex Cream,Calcipotriol Hydrate Equivalent To Calcipotriol,50,µg/g,CRE,100,1,612.49,82.69,97.32,792.50,7.93,04 November 2016,,Originator,
0000000947,Adcock Ingram Limited,30/3.1/0075,822205009,M01AE,S3,Ketoflam,Ketoprofen,200,mg,CAP,30,1,87.50,11.81,13.90,113.22,3.77,14 December 2016,,Generic,
0000000947,Adcock Ingram Limited,30/7.1/0287,822213001,C08DB,S3,Adco-Zildem 60 ,Diltiazem Hydrochloride,60,mg,TAB,50,1,114.96,15.52,18.27,148.74,2.97,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,30/7.1/0287,822213029,C08DB,S3,Adco-Zildem 60 ,Diltiazem Hydrochloride,60,mg,TAB,60,1,137.84,18.61,21.90,178.36,2.97,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,29/21.8.1/0645,822477009,G03CA,S4,Estro-Pause 1Mg ,Ostradiol Valerate,1,mg,TAB,28,1,74.65,10.08,11.86,96.59,3.45,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,29/21.8.1/0449,822485001,G03CA,S4,Estro-Pause 2Mg ,Ostradiol Valerate,2,mg,TAB,28,1,78.93,10.66,12.54,102.13,3.65,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,29/21.8.2/0763,822493004,G03FA,S4,Estro-Pause N,Oestradiol Valerate,1,mg,TAB,28,1,90.78,12.26,14.42,117.46,4.19,04 November 2016,,Generic,
,,,,,,,Norethisterone,1,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,29/21.8.2/0764,822507005,G03FA,S4,Estro-Pause N Forte,Ostradiol Valerate,2,mg,TAB,28,1,94.17,12.71,14.96,121.85,4.35,04 November 2016,,Generic,
,,,,,,,Norethisterone,2,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,30/7.1/0288,824364007,C08DB,S3,Adco-Zildem 90 ,Diltiazem Hydrochloride,90,mg,TAB,60,1,316.15,42.68,50.24,409.06,6.82,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,30/2.8/0391,824496019,M01AE,S2,Lotem  Suspension,Ibuprofen,200,mg/10ml,SUS,100,1,44.61,6.02,7.09,57.72,0.58,14 December 2016,,Generic,
,,,,,,,Paracetamol,250,mg/10ml,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,28/3.1/0219,824666003,M02AA,S1,Adco-Indogel,Indomethacin,10,mg/g,GEL,25,1,20.24,2.73,3.22,26.19,1.05,14 December 2016,,Generic,
0000000947,Adcock Ingram Limited,28/20.2.8/0369,824674006,D06BB,S1,Adco Acyclovir Topical Cream,Acyclovir,250,mg/5g,CRE,2,1,17.02,2.30,2.70,22.02,11.01,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,28/20.2.8/0369,824674014,D06BB,S1,Adco Acyclovir Topical Cream,Acyclovir,250,mg/5g,CRE,10,1,85.12,11.49,13.53,110.14,11.01,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,30/2.8/0099,825123003,N02BE,S2,Besemax ,Orphenadrine Citrate,35,mg,TAB,20,1,22.49,3.04,3.57,29.10,1.46,04 November 2016,,Generic,
,,,,,,,Paracetamol,450,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,Q18.8/324,825964008,G03AA,S3,Marvelon,Desogestrel,0,mg,TAB,28,1,70.13,9.47,11.14,90.75,3.24,04 November 2016,,Originator,
,,,,,,,Ethinylestradiol,0,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,Y/18.8/78,825972019,G03AA,S3,Mercilon  ,Desogestrel,150,mcg,TAB,28,1,81.03,10.94,12.88,104.84,3.74,04 November 2016,,Originator,
,,,,,,,Ethinylestradiol,20,mcg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,G2266 (OM),826391001,C05AD,S1,Dynexan ,Tetracaine,50,mg/10g,OIO,10,1,24.16,3.26,3.84,31.27,3.13,14 December 2016,,Generic,
0000000947,Adcock Ingram Limited,28/20.2.8/0552,827282001,J05AB,S4,Adco Acyclovir  200 Mg,Acyclovir,200,mg,TAB,25,1,53.75,7.26,8.54,69.55,2.78,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,30/13.4.1/0252,827290004,D07AC,S4,Adco-Betamethasone Cream,Betamethasone Valerate Equivalent To Betamethasone,5, mg/5g,CRE,15,1,12.85,1.74,2.04,16.63,1.11,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,31/10.1/0011,827304005,R05CB,S2,Adco-Linctopent Syrup,Bromhexine Hydrochloride,4,mg/5ml,SYR,100,1,12.96,1.75,2.06,16.77,0.17,04 November 2016,,Generic,
,,,,,,,Orciprenaline sulphate,5,mg/5ml,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,31/10.1/0011,827304013,R05CB,S2,Adco-Linctopent Syrup ,Bromhexine Hydrochloride,4,mg/5ml,SYR,200,1,25.94,3.50,4.12,33.56,0.17,04 November 2016,,Generic,
,,,,,,,Orciprenaline sulphate,5,mg/5ml,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,30/21.8/0152,827452004,G03CA,S4,Synapause-E3 ,Estriol,2,mg,TAB,30,1,101.71,13.73,16.16,131.61,4.39,04 November 2016,,Originator,
0000000947,Adcock Ingram Limited,X/20.1.2/198,829099018,J01CA,S4,Adco-Amoxycillin 125 Mg/5Ml,Amoxycillin Trihydrateequivalent To Amoxycillin,125,mg/5ml,SUS,100,1,8.53,1.15,1.36,11.03,0.11,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,X/20.1.2/199,829102019,J01CA,S4,Adco-Amoxycillin 250 Mg/5Ml,Amoxycillin Trihydrateequivalent To Amoxycillin,250,mg/5ml,SUS,100,1,12.23,1.65,1.94,15.82,0.16,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,E/20.1/91,829978003,J01XC,S4,Fucidin Suspension,Fusidic Acid Hydrate,250,mg/5ml,SUS,50,1,457.95,61.82,72.77,592.55,11.85,04 November 2016,,Originator,
0000000947,Adcock Ingram Limited,27/20.1.2/0472,830534008,J01CA,S4,Saltermox S 125mg,Amoxicillin,125,mg/5ml,SUS,100,,6.90,0.93,1.10,8.93,0.09,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,27/20.1.2/0473,830542019,J01CA,S4,Saltermox SF 250MG,Amoxicillin,250,mg/5ml,SUS,100,,9.92,1.34,1.58,12.83,0.13,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,29/20.2.2/0199,832332003,G01AF,S1,Covospor,Clotrimazole,10,mg,VCR,50,1,24.74,3.34,3.93,32.01,0.64,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,27/20.2.2/0173,832421006,G01AF,S1,Adco-Normospor Vaginal Cream,Clotrimazole,10,mg/g,VCR,50,1,21.03,2.84,3.34,27.21,0.54,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,V/18.6/201,832464007,G03CA,S2,Synapause ,Estriol,0,g/100g,VCR,15,1,136.34,18.41,21.66,176.41,11.76,04 November 2016,,Originator,
0000000947,Adcock Ingram Limited,32/21.2/0089,834599007,A10BB,S3,Adco-Glucomed  ,Gliclazide,80,mg,TAB,60,1,45.41,6.13,7.22,58.76,0.98,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,32/21.2/0089,834599015,A10BB,S3,Adco-Glucomed  ,Gliclazide,80,mg,TAB,500,1,378.44,51.09,60.13,489.66,0.98,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,LX/34/274,835234002,V03AB,S1,Tripaccyano Kit,Amyl nitrite,0,g/100ml,INJ,1,,692.05,93.43,109.97,895.44,895.44,14 December 2016,,Generic,
,,,,,,,Sodium nitrite,3,g/100ml,,,,,,,,,,,,
,,,,,,,Thiosulfate,50,g/100ml,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,H1596 (O/M),836133005,R01AB,S1,Naphensyl Nose Drops 0.25%,Phenylephrine,100,mg/10ml,NOD,10,1,11.52,1.55,1.83,14.90,1.49,14 December 2016,,Generic,
0000000947,Adcock Ingram Limited,H1403 (O/M),836141008,R01AB,S1,Adco-Naphensyl Nose Drops 1.0%,Phenylephrine Hcl,100,mg/10ml,LIQ,10,1,11.59,1.56,1.84,14.99,1.50,14 December 2016,,Generic,
0000000947,Adcock Ingram Limited,37/7.1/0642,836451007,C09AA,S3,Adco Captomax 25,Captopril,25,mg,TAB,60,1,15.97,2.16,2.54,20.66,0.34,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,37/7.1/0643,836478002,C09AA,S3,Adco Captomax 50 ,Captopril,50,mg,TAB,60,1,18.41,2.49,2.93,23.82,0.40,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,29/13.9.1/0762,837393019,D05AX,S3,Dovonex Scalp Solution,Calcipotriol Hydrate Equivalent To Calcipotriol,50,µg/g,SLN,30,1,219.79,29.67,34.92,284.38,9.48,14 December 2016,,Generic,
0000000947,Adcock Ingram Limited,30/7.1/0183,839183003,C08DB,S3,Adco-Zildem 180Mg Sr,Diltiazem Hydrochloride,180,mg,SRC,30,1,205.53,27.75,32.66,265.94,8.86,04 November 2016,,Generic,
,,,,,,,Hydroxyethyl theophylline ,2,mg/5ml,,,,,,,,,,,,
,,,,,,,Diphenhydramine HCl ,7,mg/5ml,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,30/7.1/0184,839191006,C08DB,S3,Adco-Zildem 240 Sr  ,Diltiazem Hydrochloride,240,mg,SRC,30,1,206.33,27.85,32.79,266.97,8.90,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,H1555 (OM),839981007,S02DA,S2,Otophen Forte  ,Benzocaine,140,mg/10g,EAR,10,1,17.53,2.37,2.79,22.69,2.27,14 December 2016,,Generic,
,,,,,,,Diiodohydroxyquinoline,10,mg/10g,,,,,,,,,,,,
,,,,,,,Ephedrine,100,mg/10g,,,,,,,,,,,,
,,,,,,,Phenazone,550,mg/10g,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,30/7.1/0407,840963009,C08CA,S3,Adco Vascard 20 Sr,Nifedipine,20,mg,CAP,60,1,35.85,4.84,5.70,46.39,0.77,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,32/1.2/0482,842958002,N06AX,S5,Remeron,Mirtazapine,30,mg,TAB,30,1,507.53,68.52,80.65,656.69,21.89,04 November 2016,,Originator,
0000000947,Adcock Ingram Limited,G0734 (*OM),849413028,505BX,S1,Lcc-Peppermint Cough Mixture,Ammonium Chloride,100,mg,SYR,100,1,18.01,2.43,2.86,23.30,0.23,14 December 2016,,Generic,
,,,,,,,Glycerin,31,mg,,,,,,,,,,,,
,,,,,,,Anaesthetic ether,0,ml,,,,,,,,,,,,
,,,,,,,Alcohol,3,%v/v,,,,,,,,,,,,
,,,,,,,Sucrose,1,g,,,,,,,,,,,,
,,,,,,,Liquid glucose,2,g,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,G0734 (*OM),849413029,505BX,S1,Lcc-Peppermint Cough Mixture,Ammonium Chloride,100,mg,SYR,50,1,9.00,1.21,1.43,11.64,0.23,14 December 2016,,Generic,
,,,,,,,Glycerin,31,mg,,,,,,,,,,,,
,,,,,,,Anaesthetic ether,0,ml,,,,,,,,,,,,
,,,,,,,Alcohol,3,%v/v,,,,,,,,,,,,
,,,,,,,Sucrose,1,g,,,,,,,,,,,,
,,,,,,,Liquid glucose,2,g,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,32/10.2.2/0619,854905006,R06AX,S1,Adco-Zetofen,Ketotifen,1,mg/5ml,SYR,200,1,65.87,8.89,10.47,85.23,0.43,14 December 2016,,Generic,
0000000947,Adcock Ingram Limited,G/10.1/1112,859745007,R05FA,S2,Broncleer With Codeine Cough Syrup,Ammonium Chloride,125,mg/5ml,SYR,100,1,8.78,1.18,1.39,11.35,0.11,04 November 2016,,Generic,
,,,,,,,Codeine Phosphate,10,mg/5ml,,,,,,,,,,,,
,,,,,,,Diphenhydramine Hydrochloride,13,mg/5ml,,,,,,,,,,,,
,,,,,,,Sodium citrate,50,mg/5ml,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,G/10.1/1112,859745008,R05FA,S2,Broncleer With Codeine Cough Syrup,Ammonium Chloride,411,mg,SYR,200,1,17.57,2.37,2.79,22.73,0.11,04 November 2016,,Generic,
,,,,,,,Sodium citrate,411,mg,,,,,,,,,,,,
,,,,,,,Codeine Phosphate,42,mg,,,,,,,,,,,,
,,,,,,,Diphenhydramine Hydrochloride,106,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,32/7.1/0551,861545001,C08CA,S3,Adco-Vascard 30 Sr,Nifedipine,30,mg,SRC,30,1,160.79,21.71,25.55,208.04,6.93,14 December 2016,,Generic,
0000000947,Adcock Ingram Limited,33/7.1.3/0513,862045002,C09AA,S3,Adco-Zetomax 5 Mg,Lisinopril,5,mg,TAB,30,1,33.97,4.59,5.40,43.95,1.47,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,33/7.1.3/0514,862053005,C09AA,S3,Adco-Zetomax 10 Mg,Lisinopril,10,mg,TAB,30,1,45.84,6.19,7.28,59.31,1.98,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,33/7.1.3/0515,862061008,C09AA,S3,Adco-Zetomax 20 Mg,Lisinopril,20,mg,TAB,30,1,63.91,8.63,10.16,82.70,2.76,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,32/15.1/0480,866857001,S01AX,S4,Okacyn ,Lomefloxacin,3,mg,OPD,5,,99.11,13.38,15.75,128.24,25.65,14 December 2016,,Generic,
0000000947,Adcock Ingram Limited,33/2.2/0450,867365005,N05CF,S5,Adco-Zopimed,Zopiclone,8,mg,FCT,30,1,41.12,5.55,6.53,53.20,1.77,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,H1274 (Act 101/1965),874922003,S01GA,S2,Allergex Eye Drops,Oxymetazoline Hydrochloride ,0, mg/ml,OPD,15,1,18.78,2.54,2.98,24.30,1.62,14 December 2016,,Generic,
0000000947,Adcock Ingram Limited,28/2.7/0220,875643019,M01AG,S3,Adco-Mefenamic Acid 50 Mg/5 Ml,Mefenamic Acid,50,mg/5ml,SUS,100,1,10.30,1.39,1.64,13.32,0.13,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,28/2.7/0220,875643027,M01AG,S3,Adco-Mefenamic Acid 50 Mg/5 Ml,Mefenamic Acid,50,mg/5ml,SUS,200,1,20.59,2.78,3.27,26.64,0.13,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,33/10.2.2/0431,878715002,R06AX,S2,Adco-Ketotifen  ,Ketotifen,1,mg,SYR,200,1,60.99,8.23,9.69,78.91,0.39,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,32/2.8/0605,881767018,N02BE,S2,Uniflex,Orphenadrine Citrate,35,mg,TAB,20,1,16.73,2.26,2.66,21.64,1.08,04 November 2016,,Generic,
,,,,,,,Paracetamol,450,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,32/2.8/0605,881767034,N02BE,S2,Besenol Nc,Orphenadrine ,35,mg,TAB,100,1,83.63,11.29,13.29,108.21,1.08,14 December 2016,,Generic,
,,,,,,,Paracetamol,450,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,28/2.7/0019,883102004,M01AG,S3,Adco-Mefenamic Acid 250 Mg,Mefenamic Acid,250,mg,CAP,18,1,11.20,1.51,1.78,14.49,0.81,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,28/2.7/0019,883102012,M01AG,S3,Adco-Mefenamic Acid 250 Mg,Mefenamic Acid,250,mg,CAP,250,1,155.67,21.02,24.74,201.43,0.81,04 November 2016,,Generic,
0000000947,Adcock Ingram Limited,33/16.3/0493,883872004,R02AD,S1,Cepacol Plus Blackcurrant Lozenges,Benzocaine,10,mg,LOZ,16,1,31.12,4.20,4.95,40.27,2.52,14 December 2016,,Generic,
,,,,,,,Cetylpyridinium,1,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,3/5.7.1/0455,884047013,R06AX,S4,Mizollen,Mizolastine,10,mg,TAB,30,1,202.00,27.27,32.10,261.37,8.71,04 November 2016,,Originator,
0000000947,Adcock Ingram Limited,33/16.3/0496,884225004,R02AD,S1,Medi-Keel A Honey And Lemon Throat Lozenges,Benzocaine,12,mg,LOZ,16,1,24.65,3.33,3.92,31.90,1.99,04 November 2016,,Generic,
,,,,,,,Cetylpyridinium Chloride,2,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,33/16.3/0495,884233007,R02AD,S1,Medi-Keel A Blackcurrant Throat Lozenges,Benzocaine,12,mg,LOZ,16,1,24.65,3.33,3.92,31.90,1.99,04 November 2016,,Generic,
,,,,,,,Cetylpyridinium Chloride,2,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,W/15.4/204,886963006,S01BC,S3,Voltaren Ophtha,Diclofenac Sodium,1,mg/ml,OPD,5,1,159.23,21.50,25.30,206.03,41.21,04 November 2016,,Originator,
0000000947,Adcock Ingram Limited,33/15.4/0396,886971002,S01BC,S3,Voltaren Ophtha Sdu ,Diclofenac Sodium,1,mg/ml,OPD,0,20,178.57,24.11,28.37,231.05,38.51,04 November 2016,,Originator,
0000000947,Adcock Ingram Limited,31/2.8/0531,891908005,M01AE,S3,Mypaid Forte ,Ibuprofen,400,mg,TAB,30,1,58.09,7.84,9.23,75.16,2.51,14 December 2016,,Generic,
,,,,,,,Paracetamol,325,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,31/2.8/0531,891908013,M01AE,S3,Mypaid Forte,Ibuprofen,400,mg,TAB,100,1,193.60,26.14,30.76,250.50,2.51,14 December 2016,,Generic,
0000000947,Adcock Ingram Limited,33/20.1.2/0461,893218006,J01CR,S4,Adco-Amoclav 375,Amoxicillin,250,mg,TAB,15,1,36.31,4.90,5.77,46.98,3.13,04 November 2016,,Generic,
,,,,,,,Clavulanic acid,125,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,33/20.1.2/0224,893224007,J01CR,S4,Adco Amoclav 625,Amoxycillin Trihydrate Equivalent To Amoxycillin,500,mg,TAB,15,1,66.15,8.93,10.51,85.59,5.71,04 November 2016,,Generic,
,,,,,,,Clavulanic acid,125,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,X/2.8/413,894289006,N02BE,S2,Adco-Kiddipayne ,Codeine,5,mg,SYR,100,1,12.00,1.62,1.91,15.53,0.16,14 December 2016,,Generic,
,,,,,,,Paracetamol,120,mg,,,,,,,,,,,,
,,,,,,,Promethazine,7,mg,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,32/1.2/0481,897760018,N06AX,S5,Remeron,Mirtazapine,15,mg,TAB,30,1,334.07,45.10,53.08,432.26,14.41,04 November 2016,,Originator,
0000000947,Adcock Ingram Limited,34/20.1.2/0253,899097006,J01CR,S4,Adco-amoclav s  ,Amoxicillin,125,mg/ml,SUS,100,,30.02,4.05,4.77,38.85,0.39,04 November 2016,,Generic,
,,,,,,,Clavulanic acid,31,mg/ml,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,34/20.1.2/0225,899100007,J01CR,S4,Adco Amoclav Forte Suspension,Amoxycillin Trihydrate Equivalent To Amoxycillin,250,mg/5ml,SUS,100,1,62.30,8.41,9.90,80.62,0.81,04 November 2016,,Generic,
,,,,,,,Clavulanic acid,63,mg/ml,,,,,,,,,,,,
0000000947,Adcock Ingram Limited,34/20.2.2/0244,899101007,D01AC,S1,Adco-Dermed  ,Ketoconazole,20,mg/ml,SHA,80,1,43.37,5.85,6.89,56.11,0.70,04 November 2016,,Generic,
0000000947,Adcock Ingram Limted,45/13.4.1/0678,720972001,D07B1,S4,Fucibet cream,Fusidic acid anhydrous ,20,mg/g,CRE,30,1,187.26,25.28,29.76,242.31,8.08,04 November 2016,,Originator,
,,,,,,,Betamethasone,1,mg/g,,,,,,,,,,,,
0000000947,Adcock Ingram Limted,45/13.4.1/0568,720973001,D07B1,S4,Fucidin H Cream,Fusidic acid anhydrous ,20,mg/g,CRE,30,1,187.26,25.28,29.76,242.31,8.08,04 November 2016,,Originator,
,,,,,,,Hydrocortisone acetate,10,mg/g,,,,,,,,,,,,
0000000947,Adcock Ingram Ltd.,44/17.1/0904,720360001,M03BX,S5,Myprocam 15,Cyclobenzaprien Hydrochloride,15,mg,CAP,30,1,281.46,31.27,43.78,356.52,11.88,04 November 2016,,Originator   ,
0000000947,Adcock Ingram Ltd.,44/17.1/0905,720361001,M03BX,S5,Myprocam 30,Cyclobenzaprien Hydrochloride,30,mg,CAP,30,1,450.34,50.04,70.05,570.43,19.01,04 November 2016,,Originator   ,
0000000338,AHN Pharma (Pty) Limited,36/2.5/0088,700958003,N03AX,S3,Keppra ,Levetiracetam,250,mg,TAB,60,1,249.04,31.13,39.22,319.39,5.32,16 September 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,36/2.5/0090,703165001,N03AX,S3,Keppra,Levetiracetam,750,mg,TAB,60,1,747.12,93.39,117.67,958.18,15.97,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,36/5.7.1/0425,703450001,R06AE,S2,Xyzal  ,Levocetirizine,5,mg,TAB,30,1,149.83,18.73,23.60,192.16,6.41,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,36/5.7.1/0425,703450002,R06AE,S2,Xyzal  ,Levocetirizine,5,mg,TAB,7,1,32.82,3.65,5.11,41.57,5.94,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,B785,705446018,N05BB,S5,Aterax ,Hydroxyzine,2,mg/ml,SYR,100,1,55.44,6.93,8.73,71.10,0.71,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,B787,705462005,N05BB,S5,Aterax ,Hydroxyzine,25,mg,TAB,100,1,193.15,24.14,30.42,247.71,2.48,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,B788,705470016,N05BB,S5,Aterax ,Hydroxyzine,100,mg,TAB,100,1,534.40,66.80,84.17,685.37,6.85,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,B784,705497011,N05BB,S5,Aterax 2ml,Hydroxyzine,100,mg/2ml,INJ,10,,71.26,8.91,11.22,91.39,9.14,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,K/10.1/195,743968018,R05CB,S2,Mistabron 3ml,Mesna,600,mg/3ml,SLN,6,,107.57,13.45,16.94,137.96,22.99,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,K/10.1/195,743976002,R05CB,S2,Mistabron 12.5ml,Mesna,50,mg/ml,NAS,13,1,79.51,9.94,12.52,101.97,101.97,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,F/1.1/184,747467014,N06BX,S3,Nootropil ,Piracetam,400,mg,CAP,90,1,170.88,21.36,26.91,219.15,2.44,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,J/1.1/399,747475008,N06BX,S3,Nootropil ,Piracetam,800,mg,TAB,30,1,110.69,13.84,17.43,141.96,4.73,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,J/1.1/399,747475017,N06BX,S3,Nootropil 800mg ,Piracetam,800,mg,TAB,90,1,332.05,41.51,52.30,425.85,4.73,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,H596,747483019,N06BX,S3,Nootropil 5ml,Piracetam,1000,mg/5ml,INJ,12,,190.85,23.86,30.06,244.77,20.40,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,V/11.9.2/301,792519019,A07EC,S4,Dipentum  ,Olsalazine,250,mg,CAP,100,1,275.47,34.43,43.39,353.29,3.53,22 May 2010,,originator,
0000000338,AHN Pharma (Pty) Limited,W/7.1.4/103,860115003,C01DA,S3,Elantan LA,Isosorbide mononitrate,50,mg,SRC,30,1,101.20,11.24,15.74,128.19,4.27,22 May 2010,,originator,
0000000983,Akacia Health Care (Pty) Ltd,33/2.8/0187,702953003,N02BE,S2,Resdol,Paracetamol,450,mg,TAB,100,1,52.13,5.76,8.11,66.00,0.66,18 November 2016,,Generic,
,,,,,,,Caffeine,30,mg,,,,,,,,,,,,
,,,,,,,Codeine Phoshate,10,mg,,,,,,,,,,,,
,,,,,,,Doxylamine Succinate,5,mg,,,,,,,,,,,,
