Database Of Medicine Prices,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No,Applicant Name,Product MCC Registration No,Nappi Code,ATC 4 ,Schedule,Product Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,Originator or Generic,12 Months Volume of Sales
554,Astellas Pty Ltd,32/34/0561,854379003,,S4,Prograf Concentrate for Infusion,Tacrolimus,5,mg/ml,INJ,10,,"11,375.15",726.08,"1,694.17","13,795.40","1,379.54",18 June 2010,,,
554,Astellas Pty Ltd,3.4.1/0221,890396007,D07AA,S4,Locoid Crelo,Hydrocortisone,1,mg/g,LOT,30,,63.89,6.32,9.83,80.04,2.67,18 June 2010,,,
554,Astellas Pty Ltd,34/13.4.1/0221,890396015,D07AA,S4,Locoid Crelo,Hydrocortisone,1,mg/g,LOT,100,,158.63,15.69,24.40,198.72,1.99,06 March 2009,,,
554,Astellas Pty Ltd,34/13.12/0474,897783007,D10AF,S4,Zineryt Lotion,Erythromycin,40,mg,LOT,30,,107.28,11.92,16.69,135.89,4.53,18 June 2010,,,
,,,,,,,Zinc Acetate,12,mg,,,,,,,,,,,,
957,Astra Zeneca,35/21.5.1/0405,700172001,R03BA,S3,Symbicord turbohaler 60 dose ,Budesonide,160,mcg,INH,60,,173.19,6.06,25.10,204.35,3.41,06 March 2012,,,
,,,,,,,Formoterol,5,mcg,,,,,,,,,,,,
957,Astra Zeneca,35/21.5.1/0405,700173001,R03BA,S3,Symbicord turbohaler 120 dose  ,Budesonide,160,mcg,INH,120,,346.38,12.12,50.19,408.70,3.41,06 March 2012,,,
,,,,,,,Formoterol,5,mcg,,,,,,,,,,,,
957,Astra Zeneca,35/4/0409,701406001,N01BB,S4,Naropin 10ml polyAmpoule  ,Ropivacaine,5,mg/ml,INJ,5,,193.11,0.58,27.12,220.81,44.16,22 February 2009,,,
957,Astra Zeneca,36/2.1/0084,701562003,N01AX,S5,Diprivan 2% 50ml(Vial),Propofol,2,%,INJ,1,,178.26,0.53,25.03,203.82,203.82,06 March 2012,,,
957,Astra Zeneca,31/7.1.3/0691,702966001,C09AA,S3,Ramace  5 Tablets,Ramipril,5,mg,TAB,30,,179.55,6.28,26.02,211.85,7.06,28 February 2014,Discontinued,,
957,Astra Zeneca,31/7.1.3/0690,702968001,C09AA,S3,Ramace ,Ramipril,3,mg,TAB,30,,126.99,4.44,18.40,149.83,4.99,14 December 2011,Discontinued,,
957,Astra Zeneca,32/21.5.1/0609,703203004,R01AD,S3,Rhinocort aqua 120 doses 10mls,Budesonide,64,mcg,AQS,120,,142.10,4.97,20.59,167.66,1.40,06 March 2012,,,
957,Astra Zeneca,32/21.5.1/0608,703209003,R01AD,S3,Rhinocort aqua 120 doses 10mls,Budesonide,32,mcg,AQS,120,,81.92,2.87,11.87,96.65,0.81,06 March 2012,,,
957,Astra Zeneca,36/2.6.5/0070,703344003,N05AH,S5,Seroquel  ,Quetiapine,300,mg,TAB,60,,"1,300.20",45.51,188.40,"1,534.10",25.03,06 March 2012,,,
957,Astra Zeneca,38/21.5.1/0187,705984001,R03BA,S3,Symbicord ,Budesonide,320,mcg,INH,60,,354.19,12.40,51.32,417.91,6.97,06 March 2012,,,
,,,,,,,Formoterol,9,mcg,,,,,,,,,,,,
957,Astra Zeneca,35/21.5.1/0404,705986001,R03BA,S3,Symbicord,Budesonide,80,mcg,INH,120,,309.39,10.83,44.83,365.05,3.04,06 March 2012,,,
,,,,,,,Formoterol,5,mcg,,,,,,,,,,,,
957,Astra Zeneca,36/7.5/0350,705988001,C10AA,S4,Crestor,Rosuvastatin,20,mg,TAB,30,,244.00,8.54,35.36,287.90,9.40,06 March 2012,,,
957,Astra Zeneca,36/7.5/0349,705989001,C10AA,S4,Crestor,Rosuvastatin,10,mg,TAB,30,,168.57,5.90,24.43,198.90,6.49,06 March 2012,,,
957,Astra Zeneca,36/7.5/0351,705990002,C10AA,S4,Crestor,Rosuvastatin,40,mg,TAB,30,,296.56,10.38,42.97,349.92,11.42,06 March 2012,,,
957,Astra Zeneca,A38/21.12/0656,707442001,L02BA,S4,Faslodex ,Fulvestrant,250,mg/5ml,INJ,1,,"4,232.29",148.13,613.26,"4,993.68","4,993.68",06 March 2012,,,
957,Astra Zeneca,41/7.5/0298,710892001,C10AA,S4,Crestor,Rosuvastatin,5,mg,TAB,30,,86.35,3.02,12.51,101.88,3.33,06 March 2012,,,
957,Astra Zeneca,A39/7.1.3/0244,711287001,C09CA,S3,Atacand,Candesartan Cilexetil,32,mg,TAB,28,,182.59,6.62,26.49,215.69,7.54,06 March 2012,,,
957,Astra Zeneca,T/2.1/226,720461006,N01AX,S5,Diprivan 1% 50ml (Vial),Propofol,1,%,INJ,5,,174.52,0.52,24.51,199.55,39.91,21 May 2010,,,
957,Astra Zeneca,G/5.2/2863,732567009,C07AA,S3,Inderal,Propranolol,10,mg,TAB,50,,63.77,2.23,9.24,75.24,1.47,06 March 2012,,,
957,Astra Zeneca,G2864 (Act 101/1965),732575001,C07AA,S3,Inderal,Propranolol,40,mg,TAB,50,,159.64,5.59,23.13,188.36,3.69,06 March 2012,,,
957,Astra Zeneca,M/5.2/127,732605008,C07AA,S3,Inderal la 160  ,Propranolol,160,mg,CAP,28,,203.70,7.13,29.52,240.35,8.40,06 March 2012,,,
957,Astra Zeneca,S/5.2/199,732648009,C07AA,S3,Inderal la 80,Propranolol,80,mg,CAP,28,,128.52,4.50,18.62,151.64,5.30,06 March 2012,,,
957,Astra Zeneca,S/21.12/41,747432007,L02BA,S4,Nolvadex-d,Tamoxifen,20,mg,TAB,30,,361.54,12.65,52.39,426.58,13.92,06 March 2012,,,
957,Astra Zeneca,M/7.1.3/106,769568009,C07BB,S3,Tenoretic ,Atenolol,100,mg,TAB,30,,242.23,8.48,35.10,285.81,9.33,06 March 2012,,,
,,,,,,,Hydrochlorothiazide,25,mg,,,,,,,,,,,,
957,Astra Zeneca,J/5.2/120,769576001,C07AB,S3,Tenormin 100 ,Atenolol,100,mg,TAB,30,,240.62,8.42,34.87,283.90,9.27,06 March 2012,,,
957,Astra Zeneca,P/5.2/174,769584004,C07AB,S3,Tenormin 50  ,Atenolol,50,mg,TAB,30,,147.99,5.18,21.44,174.61,5.70,06 March 2012,,,
957,Astra Zeneca,S/7.1.3/201,769592007,C07BB,S3,Tenoret 50,Atenolol,50,mg,TAB,30,,140.34,4.91,20.33,165.58,5.40,06 March 2012,,,
,,,,,,,Hydrochlorothiazide,13,mg,,,,,,,,,,,,
957,Astra Zeneca,U/21.10/163,781215005,L02AE,S4,Zoladex-depot,Goserelin,4,mg,INJ,1,,"1,390.96",48.68,201.55,"1,641.20","1,641.20",06 March 2012,,,
957,Astra Zeneca,V/7.1.3/160,781681006,C09AA,S3,Zestril,Lisinopril,5,mg,TAB,30,,47.05,1.65,6.82,55.51,1.81,06 March 2012,,,
957,Astra Zeneca,V/7.1.3/161,781703018,C09AA,S3,Zestril,Lisinopril,10,mg,TAB,30,,67.21,2.35,9.74,79.30,2.59,06 March 2012,,,
957,Astra Zeneca,V/7.1.3/162,781711002,C09AA,S3,Zestril,Lisinopril,20,mg,TAB,30,,114.26,4.00,16.56,134.81,4.40,06 March 2012,,,
957,Astra Zeneca,X/2.1/30,785547002,N01AX,S5,Diprivan 1% 50ml(Vial),Propofol,1,%,INJ,1,,89.14,0.27,12.52,101.92,101.92,06 March 2012,,,
957,Astra Zeneca,X/10.2/155,791415007,R03AC,S2,Bricanyl,Terbutaline,1,mg,INH,200,,205.80,7.20,29.82,242.82,1.21,06 March 2012,,,
957,Astra Zeneca,27/7.1.3/0366,797685006,C09BA,S3,Zestoretic,Hydrochlorothiazide,13,mg,TAB,30,,114.26,4.00,16.56,134.81,4.40,06 March 2012,,,
,,,,,,,Lisinopril,20,mg,,,,,,,,,,,,
957,Astra Zeneca,27/5.2/0251,797693009,C07AB,S3,Tenormin 25  ,Atenolol,25,mg,TAB,30,,88.93,3.11,12.89,104.93,3.42,06 March 2012,,,
957,Astra Zeneca,X/2.1/31,797782001,N01AX,S5,Diprivan 1% 20ml (Ampoules),Propofol,1,%,INJ,1,,174.52,0.52,24.51,199.55,199.55,18 May 2010,,,
957,Astra Zeneca,Y/7.1/294,805548009,C08CA,S3,Plendil,Felodipine,5,mg,SRT,30,,206.23,7.22,29.88,243.33,8.11,06 March 2012,,,
957,Astra Zeneca,30/21.5.1/0016,807885010,R03BA,S3,Pulmicort nebulliser Suspension,Budesonide,1,mg/ml,SLN,20,,245.98,8.61,35.64,290.23,14.51,06 March 2012,,,
957,Astra Zeneca,Y/7.1/295,813982006,C08CA,S3,Plendil,Felodipine,10,mg,SRT,30,,257.43,9.01,37.30,303.74,10.12,06 March 2012,,,
957,Astra Zeneca,29/7.1.3/0652,817848002,C09BA,S3,Zestoretic 10,Hydrochlorothiazide,13,mg,TAB,30,,67.21,2.35,9.74,79.30,2.59,06 March 2012,,,
,,,,,,,Lisinopril,10,mg,,,,,,,,,,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,29/20.1.1/0340,820636010,J01DH,S4,Meronem 500,Meropenem Anhydrous,500,mg,INJ,10,,197.16,0.59,27.69,225.44,22.54,22 March 2012,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,29/20.1.1/0341,820644013,J01DH,S4,Meronem 1000,Meropenem Anhydrous,1000,mg,INJ,20,,394.32,1.18,55.37,450.87,22.54,22 March 2012,,,
957,Astra Zeneca,29/7.1.4/0743,821500007,C01DA,S3,Imdur  ,Isosorbide mononitrate,60,mg,SRT,30,,139.38,4.88,20.20,164.46,5.48,06 March 2012,,,
957,Astra Zeneca,29/7.1/0662,821896008,C08CA,S3,Plendil,Felodipine,3,mg,SRT,30,,163.86,5.74,23.74,193.34,6.44,06 March 2012,,,
957,Astra Zeneca,30/21.12/0012,822566001,L02BB,S4,Casodex,Bicalutamide,50,mg,TAB,30,,"1,741.80",60.96,252.39,"2,055.16",67.07,06 March 2012,,,
957,Astra Zeneca,30/21.12/0495,824224019,L02BG,S4,Arimidex,Anastrozole,1,mg,TAB,30,,"1,086.78",38.04,157.47,"1,282.29",42.74,06 March 2012,,,
957,Astra Zeneca,29/11.8/0638,824593006,A07EA,S4,Entocord,Budesonide,2,mg/100ml,ENS,7,,445.42,15.59,64.54,525.55,75.08,06 March 2012,,,
957,Astra Zeneca,30/21.5.1/0017,825441013,R03BA,S3,Pulmicort nebuliser  Suspension ,Budesonide,0,mg/ml,SLN,20,,175.85,6.15,25.48,207.49,10.37,06 March 2012,,,
957,Astra Zeneca,Z/4/51,826367011,N01BB,S1,Emla 5%,Lidocaine,25,mg/g,CRE,5,,178.44,0.54,25.06,204.03,40.81,06 March 2012,,,
,,,,,,,Prilocaine,25,mg/g,,,,,,,,,,,,
957,Astra Zeneca,Z/4/51,826367038,N01BB,S1,Emla 5%,Lidocaine,25,mg/g,CRE,30,,186.37,0.56,26.17,213.10,7.10,06 March 2012,,,
,,,,,,,Prilocaine,25,mg/g,,,,,,,,,,,,
957,Astra Zeneca,31/2.1/0417,833258002,N01AB,S5,Suprane 240ml,Desflurane,240,ml,INF,1,,"1,681.62",5.04,236.13,"1,922.80","1,922.80",06 March 2012,,,
957,Astra Zeneca,31/2.1/0341,833444018,N01AB,S5,Aerrane,Isoflurane,100,ml,LIQ,100,,475.57,16.64,68.91,561.12,5.61,06 March 2012,,,
957,Astra Zeneca,30/21.10/0100,834270005,L02AE,S4,Zoladex-depot,Goserelin,11,mg,INJ,1,,"3,513.10",122.96,509.05,"4,145.11","4,145.11",06 March 2012,,,
957,Astra Zeneca,31/4/0124,838624014,N01BB,S4,Naropin 20ml,Ropivacaine,2,mg/ml,INJ,5,,183.27,0.55,25.73,209.55,41.91,06 March 2012,,,
957,Astra Zeneca,31/4/0126,838632017,N01BB,S4,Naropin 10ml ,Ropivacaine,8,mg/ml,INJ,5,,180.02,0.54,25.28,205.84,41.17,06 March 2012,,,
957,Astra Zeneca,31/4/0127,838659012,N01BB,S4,Naropin 10ml ,Ropivacaine,10,mg/ml,INJ,5,,216.83,0.65,30.45,247.93,49.59,06 March 2012,,,
957,Astra Zeneca,31/21.5.1/0215,838896006,A07EA,S4,Entocord  ,Budesonide,3,mg,CAP,100,,"1,004.70",35.16,145.58,"1,185.45",11.61,06 March 2012,,,
957,Astra Zeneca,30/4/0478,840106009,N01BB,S1,Emla 5%,Lidocaine,25,mg,PSD,2,,41.96,0.13,5.89,47.98,23.99,06 March 2012,,,
,,,,,,,Prilocaine,25,mg,,,,,,,,,,,,
957,Astra Zeneca,32/10.2.1/0168,840246005,R03AC,S2,Oxis turbuhaler 9 60 dose,Formoterol,9,mcg,INH,60,,237.03,8.30,34.35,279.67,4.66,06 March 2012,,,
957,Astra Zeneca,31/4/0125,843202009,N01BB,S4,Naropin 100ml polybag ,Ropivacaine,2,mg/ml,INF,5,,516.28,1.55,72.50,590.33,118.07,06 March 2012,,,
957,Astra Zeneca,31/4/0125,843210001,N01BB,S4,Naropin 200ml polybag ,Ropivacaine,2,mg/ml,INF,5,,"1,032.57",3.10,144.99,"1,180.67",236.13,06 March 2012,,,
957,Astra Zeneca,32/7.3/0478,845213016,N02CC,S4,Zomig  ,Zolmitriptan,3,mg,TAB,6,,288.39,10.09,41.79,340.27,55.52,06 March 2012,,,
957,Astra Zeneca,32/11.4.3/0222,849383005,A02BC,S4,Losec mups,Omeprazole,10,mg,TAB,28,,241.36,8.45,34.97,284.78,9.96,06 March 2012,,,
957,Astra Zeneca,32/11.4.3/0223,849391008,A02BC,S4,Losec mups,Omeprazole,20,mg,TAB,14,,201.49,7.05,29.20,237.73,16.63,06 March 2012,,,
957,Astra Zeneca,32/11.4.3/0223,849391016,A02BC,S4,Losec mups,Omeprazole,20,mg,TAB,28,,402.96,14.10,58.39,475.45,16.62,06 March 2012,,,
957,Astra Zeneca,32/11.4.3/0224,849405009,A02BC,S4,Losec mups,Omeprazole,40,mg,TAB,14,,400.75,14.03,58.07,472.85,33.07,06 March 2012,,,
957,Astra Zeneca,32/2.6.5/0589,850527015,N05AH,S5,Seroquel  ,Quetiapine,25,mg,TAB,100,,666.38,23.32,96.56,786.26,7.70,06 March 2012,,,
957,Astra Zeneca,32/2.6.5/0590,850535018,N05AH,S5,Seroquel  ,Quetiapine,100,mg,TAB,90,,"1,073.88",37.59,155.60,"1,267.07",13.78,06 March 2012,,,
957,Astra Zeneca,32/2.6.5/0591,850543002,N05AH,S5,Seroquel  ,Quetiapine,200,mg,TAB,60,,"1,143.67",40.03,165.72,"1,349.42",22.02,06 March 2012,,,
957,Astra Zeneca,32/7.1.3/0099,856096008,C09CA,S3,Atacand,Candesartan Cilexetil,8,mg,TAB,30,,157.72,5.52,22.85,186.09,6.20,06 March 2012,,,
957,Astra Zeneca,32/7.1.3/0099,856096009,C09CA,S3,Atacand,Candesartan Cilexetil,8,mg,TAB,28,,161.29,5.65,23.37,190.31,6.65,06 March 2012,,,
957,Astra Zeneca,32/7.1.3/0100,856118001,C09CA,S3,Atacand,Candesartan Cilexetil,16,mg,TAB,30,,180.89,6.33,26.21,213.43,7.11,06 March 2012,,,
957,Astra Zeneca,32/7.1.3/0100,856118002,C09CA,S3,Atacand,Candesartan Cilexetil,16,mg,TAB,28,,184.96,6.47,26.80,218.24,7.63,06 March 2012,,,
957,Astra Zeneca,33/21.12/0081,869872001,L02BB,S4,Casodex,Bicalutamide,150,mg,TAB,30,,"3,827.62",133.97,554.62,"4,516.21",147.39,06 March 2012,,,
957,Astra Zeneca,G2826 (Act 101/1965),877352003,N01BB,S1,Xylocaine,Lidocaine,10,mg/ml,SPR,50,,123.81,0.37,17.39,141.57,2.83,06 March 2012,,,
957,Astra Zeneca,33/10.2.2/0010,892580003,R03DC,S3,Accolate,Zafirlukast,20,mg,TAB,56,,233.67,8.18,33.86,275.70,4.82,06 March 2012,,,
957,Astra Zeneca,Y/11.4.3/0253,893846007,A02BC,S4,Losec inf (powder) ,Omeprazole,40,mg,INJ,1,,207.08,0.62,29.08,236.78,236.78,06 March 2012,,,
957,Astra Zeneca,34/7.3/0107,897005012,N02CC,S4,Zomig rapimelt  ,Zolmitriptan,3,mg,TAB,6,,210.20,7.36,30.46,248.01,40.47,06 March 2012,,,
957,Astra Zeneca,35/11.4.3/0264,897125002,A02BC,S4,Nexiam ,Esomeprazole,40,mg,TAB,14,,177.87,6.23,25.77,209.87,14.68,06 March 2012,,,
957,Astra Zeneca,35/11.4.3/0264,897125009,A02BC,S4,Nexiam ,Esomeprazole,40,mg,TAB,28,,355.75,12.45,51.55,419.75,14.68,06 March 2012,,,
957,Astra Zeneca,35/11.4.3/0263,897132009,A02BC,S4,Nexiam ,Esomeprazole,20,mg,TAB,14,,115.34,4.04,16.71,136.09,9.52,06 March 2012,,,
957,Astra Zeneca,35/11.4.3/0263,897132017,A02BC,S4,Nexiam ,Esomeprazole,20,mg,TAB,28,,230.67,8.07,33.42,272.17,9.52,06 March 2012,,,
957,Astra Zeneca,35/7.1.3/0098,898635004,C09DA,S3,Atacand Plus,Candesartan,16,mg,TAB,30,,180.89,6.33,26.21,213.43,7.11,06 March 2012,,,
,,,,,,,Hydrochlorothiazide,13,mg,,,,,,,,,,,,
957,Astra Zeneca,35/7.1.3/0098,898635005,C09DA,S3,Atacand Plus,Candesartan Cilexetil,16,mg,TAB,28,,184.97,6.48,26.80,218.24,7.63,06 March 2012,,,
,,,,,,,Hydrochlorothiazide,13,mg,,,,,,,,,,,,
957,Astrazeneca Pharmaceuticals,43/2.6.5/0159,716646001,N05AH,S5,Truvalin 25mg,Quetiapine,25,mg,Tab,100,,275.03,23.92,41.85,340.80,3.41,23 August 2012,,,
957,Astrazeneca Pharmaceuticals,43/2.6.5/0160,716647001,N05AH,S5,Truvalin 100mg,Quetiapine,100,mg,Tab,90,,448.85,39.03,68.30,556.18,6.18,23 August 2012,,,
957,Astrazeneca Pharmaceuticals,43/2.6.5/0161,716648001,N05AH,S5,Truvalin 200mg,Quetiapine,200,mg,Tab,60,,499.71,43.45,76.04,619.20,10.32,23 August 2012,,,
957,Astrazeneca Pharmaceuticals,43/2.6.5/0162,716649001,N05AH,S5,Truvalin 300mg,Quetiapine,300,mg,Tab,60,,569.42,49.52,86.65,705.59,11.76,23 August 2012,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,42/11.4.3/1003,715868001,A02BC,S4,Nexiam 10mg sachets ,Esomeprazole,10,mg,GRA,28,,230.67,8.07,33.42,272.17,9.72,06 March 2012,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,A38/11.4.3/0384,704470001,A02BC,S4,Nexiam ,Esomeprazole,40,mg,INJ,5,,815.87,2.45,114.57,932.89,186.58,06 March 2012,,,
241,Johnson & Johnson (Pty) Ltd,33/5.8/0345,881570002,R01BA,S2,Benylin Four Flu Liquid,Paracetamol,1000,mg/20ml,LIQ,100,,19.15,1.92,2.95,24.02,0.24,12 April 2012,,,
,,,,,,,Pseudoephedrine Hydrochloride,45,mg/20ml,,,,,,,,,,,,
,,,,,,,Diphenhidramine Chloride,25,mg/20ml,,,,,,,,,,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,42/2.6.5/0573,713747001,N05AH,S5,Seroquel XR 50,Quetiapine,50,mg,TAB,10,,83.42,2.92,12.09,98.43,9.64,06 March 2012,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,42/2.6.5/0573,713747002,N05AH,S5,Seroquel XR 50,Quetiapine,50,mg,TAB,60,,500.53,17.52,72.53,590.57,9.64,06 March 2012,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,42/2.6.5/0573,713747003,N05AH,S5,Seroquel XR 50,Quetiapine,50,mg,TAB,100,,834.21,29.20,120.88,984.29,9.64,31 July 2012,Discontinued,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,42/2.6.5/0574,713748001,N05AH,S5,Seroquel XR 200,Quetiapine,200,mg,TAB,60,,"1,041.28",37.77,151.07,"1,230.12",20.50,06 March 2012,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,42/2.6.5/0574,713748002,N05AH,S5,Seroquel XR 200,Quetiapine,200,mg,TAB,100,,"1,735.47",62.95,251.78,"2,050.20",20.50,06 March 2012,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,42/2.6.5/0575,713749001,N05AH,S5,Seroquel XR 300,Quetiapine,300,mg,TAB,60,,"1,183.80",42.94,171.74,"1,398.48",23.31,06 March 2012,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,42/2.6.5/0575,713749002,N05AH,S5,Seroquel XR 300,Quetiapine,300,mg,TAB,100,,"1,973.01",71.56,286.24,"2,330.81",23.31,30 November 2012,Discontinued,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,42/2.6.5/0576,713750001,N05AH,S5,Seroquel XR 400,Quetiapine,400,mg,TAB,60,,"1,302.18",47.23,188.92,"1,538.33",25.64,06 March 2012,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,42/2.6.5/0576,713750002,N05AH,S5,Seroquel XR 400,Quetiapine,400,mg,TAB,100,,"2,170.30",78.72,314.86,"2,563.88",25.64,30 June 2012,Discontinued,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,Y/21.5.1/171,791423018,R03BA,S3,Pulmicort  Turbuhaler 100 µg/dose ,Budesonide,100,mcg,INH,200,,153.21,5.36,22.20,180.77,0.90,06 March 2012,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,Y/21.5.1/172,791431002,R03BA,S3,Pulmicort Turbuhaler 200 µg/dose ,Budesonide,200,mcg,INH,200,,153.21,5.36,22.20,180.77,0.90,06 March 2012,,,
957,AstraZeneca Pharmaceuticals (Pty) Ltd,Z/21.5.1/266,823791009,R03BA,S3,Pulmicort Turbuhaler 400 µg/dose ,Budesonide,400,mcg,INH,100,,192.02,6.72,27.82,226.57,2.27,06 March 2012,,,
866,Aurobindo Pharma (Pty) Ltd,42/2.6.5/0330,716500001,N05AX,S5,"Auroperdal 0,5 mg",Risperidone,,mg,TAB,30,,127.59,12.76,19.65,160.00,5.33,12 June 2012,,,
866,Aurobindo Pharma (Pty) Ltd,43/7.1.3/1040,717293001,C09AA,S3,Bindace 4 mg,Perindopril tert-butylamine,4,mg,TAB,30,,55.26,7.89,8.84,72.00,2.40,14 August 2012,,,
866,Aurobindo Pharma (Pty) Ltd,43/7.1.3/1041,717294001,C09AA,S3,Bindace 8 mg,Perindopril tert-butylamine,8,mg,TAB,30,,84.43,12.06,13.51,110.00,3.67,14 August 2012,,,
866,Aurobindo Pharma (Pty) Ltd,42/2.6.5/0331,716501001,N05AX,S5,Auroperdal 1 mg,Risperidone,1,mg,TAB,30,,220.10,22.01,33.89,276.00,9.20,12 June 2012,,,
866,Aurobindo Pharma (Pty) Ltd,42/2.6.5/0332,716502001,N05AX,S5,Auroperdal 2 mg,Risperidone,2,mg,TAB,30,,374.00,37.40,57.60,469.00,15.63,12 June 2012,,,
866,Aurobindo Pharma (Pty) Ltd,42/2.6.5/0333,716503001,N05AX,S5,Auroperdal 3 mg,Risperidone,3,mg,TAB,30,,547.05,54.70,84.25,686.00,22.87,12 June 2012,,,
866,Aurobindo Pharma (Pty) Ltd,42/2.6.5/0334,716504001,N05AX,S5,Auroperdal 4 mg,Risperidone,4,mg,TAB,30,,725.68,72.57,111.75,910.00,30.33,12 June 2012,,,
866,Aurobindo Pharma (Pty) Ltd,43/7.1.3/0494,716494001,C09CA,S3,Auro Losartan 50 mg,Losartan potassium,50,mg,TAB,30,,63.80,6.38,9.82,80.00,2.67,12 June 2012,,,
866,Aurobindo Pharma (Pty) Ltd,43/7.1.3/0495,716495001,C09CA,S3,Auro Losartan 100 mg,Losartan potassium,100,mg,TAB,30,,68.58,6.86,10.56,86.00,2.87,12 June 2012,,,
866,Aurobindo Pharma (Pty) Ltd,42/3.1/0469,717091001,M01AC,S3,"Flamaryx 7,5 mg",Meloxicam,,mg,TAB,30,,23.93,2.39,3.68,30.00,1.00,12 June 2012,,,
866,Aurobindo Pharma (Pty) Ltd,42/3.1/1470,717092001,M01AC,S3,Flamaryx 15 mg,Meloxicam,15,mg,TAB,30,,75.75,7.58,11.67,95.00,3.17,12 June 2012,,,
866,Aurobindo Pharma (Pty) Ltd,43/7.1.3/1033,716505001,C09AA,S3,Auro Perindopril  4 mg,Perindopril tertbutylamine,4,mg,TAB,30,,57.26,5.73,8.82,71.80,2.39,24 July 2012,,,
866,Aurobindo Pharma (Pty) Ltd,43/7.1.3/1034,716506001,C09AA,S3,Auro Perindopril  8 mg,Perindopril tertbutylamine,8,mg,TAB,30,,90.11,9.01,13.88,113.00,3.77,12 June 2012,,,
866,Aurobindo Pharma (Pty) Ltd,41/20.1.2/0534,716126001,J01CR,S4,BINDOCLAV 1000 mg,Amoxicillin Trihydrate,875,mg,TAB ,10,,88.70,7.54,13.47,109.71,10.97,05 April 2012,,,
,,,,,,,Potassium Clavulanate,125,mg,,,,,,,,,,,,
866,Aurobindo Pharma Pty Ltd,41/20.2.8/0680,710597002,J05AF,S4,Dozra 100 mg Capsules,Zidovudine,100,mg,CAP,100,,135.77,19.40,21.72,176.88,1.77,07 August 2012,,,
866,Aurobindo Pharma (Pty) Ltd,A40/20.2.8/0561,710603001,J05AF,S4,Legram Oral Solution 10 mg/ml,Lamivudine,10,mg/ml,SOL,240,,57.85,8.64,9.31,75.80,0.32,16 September 2011, ,,
866,Aurobindo Pharma (Pty) Ltd,A40/1.2/0564,711988001,N06AB,S5,Ciloram 20 mg,Citalopram,20,mg,TAB,30,,48.60,6.94,7.78,63.33,2.11,05 April 2012,,,
866,Aurobindo Pharma Pty Ltd,41/7.1.3/1051,711989001,C09BA,S3,Lisinozide 20 mg,Lisinopril,20,mg,TAB,30,,70.35,10.05,11.26,91.66,3.06,29 June 2012,,,
866,Aurobindo Pharma Pty Ltd,41/7.1.3/1050,711990001,C09BA,S3,Lisinozide 10 mg,Lisinopril,10,mg,TAB,30,,44.89,6.41,7.18,58.48,1.95,29 June 2012,,,
866,Aurobindo Pharma (Pty) Ltd,41/20.1.1/0389,714314001,J01DB,S4,Auro-Cefalexin 1000mg,Cefalexin,1000,mg,TAB,20,,31.46,4.72,5.07,41.25,2.06,03 December 2010,Discontinued,,
866,Aurobindo Pharma (Pty) Ltd,42/20.1.1/0603,714315001,J01DD,S4,Auro-Cefotaxime 1000mg,Cefotaxime,1000,mg,INJ,1,,8.01,1.20,1.29,10.50,10.50,03 December 2010,Discontinued,,
866,Aurobindo Pharma (Pty) Ltd,A40/21.2/0640,714683001,A10BA,S3,Mengen 1000 mg,Metformin,1000,mg,TAB,60,,29.51,4.41,4.75,38.67,0.65,16 September 2011, ,,
866,Aurobindo Pharma (Pty) Ltd,A40/1.2/0652,714684001,N06AX,S5,Mytra 15 mg,Mirtazapine,15,mg,TAB,30,,162.63,23.23,26.02,211.89,7.06,05 April 2012,,,
866,Aurobindo Pharma (Pty) Ltd,44/20.2.8/0086,715071001,J05AR,S4,Tyricten 200/300 mg Tablets,Tenofovir Disoproxil Fumarate,300,mg,TAB,30,,245.77,35.11,39.32,320.21,10.67,05 April 2012,,,
,,,,,,,Emtricitabine,200,mg,,,,,,,,,,,,
866,Aurobindo Pharma (Pty) Ltd,41/20.2.8/0248,715493001,J05AF,S4,Auro-Abacavir Tablets 300mg,Abacavir sulphate,300,mg,TAB,60,,561.25,80.18,89.80,731.23,12.19,05 April 2012,,,
866,Aurobindo Pharma (Pty) Ltd,41/7.1.3/0110,716120001,C09BA,S3,AURO-LISINOPRIL CO 10 mg,Lisinopril,10,mg,TAB ,30,,47.01,4.00,7.14,58.15,1.94,05 April 2012,,,
