Database Of Medicine Prices,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No,Applicant Name,MCC Medicine Reg. No.,Nappi Code,ATC 4 ,Medicine Schedule,Medicine Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,Originator or Generic,12 Months Volume of Sales
0000000181,Bodene (Pty) Ltd,U/24/235,764612027,B05XA,S3,Intramed Sodium Bicarbonate Injection 8.5% M/V,Sodium Bicarbonate,4,g/50 ml,INJ,50,10,432.90,54.11,68.18,555.19,1.11,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,M/17.1/270,768170001,M03AB,S4,Suxamethonium Chloride Fresenius 100Mg/2Ml,Suxamethonium Chloride,50,mg/ml,INJ,2,10,74.59,9.32,11.75,95.66,4.78,09 April 2015,,generic,
0000000181,Bodene (Pty) Ltd,J/21.8.2/278,780642007,G03AA,S4,Petogen Fresenius 150Mg/1Ml,Medroxyprogesterone Acetate,150,mg/ml,INJ,1,10,193.63,24.20,30.50,248.33,24.83,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,J/21.8.2/278,780642009,G03AA,S4,Petogen Fresenius 150Mg/1Ml,Medroxyprogesterone Acetate,150,mg/ml,INJ,1,100,"1,936.30",242.04,304.97,"2,483.31",24.83,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,U/24/234,780650018,B05XA,S3,Intramed Sodium Bicarbonate Injection 4% M/V,Sodium Bicarbonate,2,g/50 ml,INJ,50,1,34.03,4.25,5.36,43.64,0.87,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,U/24/234,780650027,B05XA,S3,Intramed Sodium Bicarbonate Injection 4% M/V,Sodium Bicarbonate,2,g/50 ml,INJ,50,10,340.77,42.60,53.67,437.04,0.87,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,V/24/221,782211003,B05XA,S3,Calcium Chloride-Fresenius 10%,Calcium Chloride,1,g/10ml,INJ,10,10,114.35,14.29,18.01,146.65,1.47,09 April 2015,,generic,
0000000181,Bodene (Pty) Ltd,V/24/222,782246001,V06DC,S3,Dextrose Fresenius 50% (20Ml),Dextrose Anhydrous,10,g/20ml,INJ,20,10,168.03,21.00,26.46,215.49,1.08,09 April 2015,,generic,
0000000181,Bodene (Pty) Ltd,J/8.2/405,782254004,B01AB,S4,Heparin Sodium Fresenius 1000 Iu/Ml,Heparin Sodium,1000,iu/ml,INJ,5,10,137.23,17.15,21.61,175.99,3.52,09 April 2015,,generic,
0000000181,Bodene (Pty) Ltd,J/8.2/406,782262007,B01AB,S4,Heparin Sodium Fresenius 5000 Iu/Ml ,Heparin Sodium,5000,iu/ml,INJ,5,10,369.15,46.14,58.14,473.43,9.47,09 April 2015,,generic,
0000000181,Bodene (Pty) Ltd,J/8.2/407,782270026,B01AB,S4,Heparin Sodium Fresenius 25000 Iu/Ml,Heparin Sodium,25000,iu/ml,INJ,5,10,365.07,45.63,57.50,468.20,9.36,09 April 2015,,generic,
0000000181,Bodene (Pty) Ltd,M/4/255,782300006,N01BB,S4,Lignocaine Hcl Fresenius 2% 5Ml Amp,Lignocaine Hcl,100,mg/5ml,INJ,5,10,28.19,3.52,4.44,36.15,0.72,09 April 2015,,generic,
0000000181,Bodene (Pty) Ltd,W/5.3/260,785636005,N07AA,S4,Neostigmine Methylsulphate Fresenius 2.5Mg/1Ml (Ampoules),Neostigmine Methylsulphate,3,mg/ml,INJ,1,10,71.47,8.93,11.26,91.66,9.17,09 April 2015,,generic,
0000000181,Bodene (Pty) Ltd,Z/18.1/138,799947008,C03CA,S3,Furosemide Fresenius 50Mg/5Ml ,Furosemide,50,mg/5ml,INJ,5,10,73.58,9.20,11.59,94.37,1.89,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,Z/18.1/139,799955019,C03CA,S3,Furosemide Fresenius 250Mg/25Ml,Furosemide,250,mg/25ml,INJ,25,10,368.72,46.09,58.07,472.88,1.89,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,L/24/196,803014007,B05XA,S3,Intramed Dextrose 50% ,Dextrose Anhydrous,250,g/500 ml,INF,500,1,86.43,10.80,13.61,110.84,0.22,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,L/24/196,803014008,B05XA,S3,Intramed Dextrose 50%,Dextrose Anhydrous,250,g/500 ml,INF,500,20,"1,729.24",216.16,272.36,"2,217.76",0.22,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,L/24/196,803014009,B05XA,S3,Intramed Dextrose 50% ,Dextrose Anhydrous,250,g/500 ml,INF,500,18,"1,556.32",194.54,245.12,"1,995.98",0.22,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,C/24/218,803057008,BO5XA,S3,Intramed Ringer Lactate Solution,Calcium Chloride,0,g/1000 ml,INF,1000,1,11.39,1.42,1.79,14.60,0.01,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,C/24/218,803057009,BO5XA,S3,Intramed Ringer Lactate Solution ,Calcium Chloride,0,g/1000 ml,INF,1000,12,136.99,17.12,21.58,175.69,0.01,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,C/24/218,807664006,B05XA,S3,Intramed Ringer Lactate Solution,Calcium Chloride,0,g/1000 ml,INF,200,1,10.66,1.33,1.68,13.67,0.07,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,C/24/218,807664007,B05XA,S3,Intramed Ringer Lactate Solution,Calcium Chloride,0,g/1000 ml,INF,200,40,426.56,53.32,67.18,547.06,0.07,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,C/24/218,807664008,B05XA,S3,Intramed Ringer Lactate Solution,Calcium Chloride,0,g/1000 ml,INF,200,30,319.92,39.99,50.39,410.30,0.07,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,F/24/64,808490001,B05XA,S3,Intramed Rehydration Solution,"Dextrose, Anhydrous",50,g/1000 ml,INF,1000,1,21.47,2.68,3.38,27.53,0.03,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,F/24/64,808490002,B05XA,S3,Intramed Rehydration Solution ,"Dextrose, Anhydrous",50,g/1000 ml,INF,1000,12,258.38,32.30,40.70,331.38,0.03,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,27/8.4/0155,808911007,B05AA,S4,Haes-Steril 10%,Hetastarch,100,g,INF,500,1,315.07,39.38,49.62,404.07,0.81,09 April 2015,,originator,
0000000181,Bodene (Pty) Ltd,27/8.4/0155,808911008,B05AA,S4,Haes-Steril 10% ,Hetastarch,100,g,INF,500,15,"4,726.00",590.75,744.34,"6,061.10",0.81,09 April 2015,,originator,
0000000181,Bodene (Pty) Ltd,27/8.4/0155,808911009,B05AA,S4,Haes-Steril 10%,Hetastarch,100,g,INF,500,1,"6,301.33",787.67,992.46,"8,081.46",16.16,09 April 2015,,originator,
0000000181,Bodene (Pty) Ltd,L/18.1/228,815179014,B05XA,S3,Intramed Mannitol 20% M/V  ,Mannitol,100,g/500 ml,INF,500,1,56.67,7.08,8.93,72.68,0.15,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,L/18.1/228,815179015,B05XA,S3,Intramed Mannitol 20% M/V,Mannitol,100,g/500 ml,INF,500,20,"1,134.12",141.77,178.62,"1,454.51",0.15,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,L/18.1/228,815179016,B05XA,S3,Intramed Mannitol 20% M/V ,Mannitol,100,g/500 ml,INF,500,18,"1,020.71",127.59,160.76,"1,309.06",0.15,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,R/24/243,824305019,B05XA,S3,Neolyte,Potassium Chloride,224,mg/200 ml,INF,200,1,15.15,1.89,2.39,19.43,0.10,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,R/24/243,824305020,B05XA,S3,Neolyte,Potassium Chloride,224,mg/200 ml,INF,200,40,606.73,75.84,95.56,778.13,0.10,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,R/24/243,824305021,B05XA,S3,Neolyte,Potassium Chloride,224,mg/200 ml,INF,200,30,454.99,56.87,71.66,583.52,0.10,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,L/24/196,827770006,B05XA,S3               ,Intramed Dextrose 50%,Dextrose Anhydrous,250,g/500 ml,INF,50,1,26.91,3.36,4.24,34.51,0.69,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,L/24/196,827770007,B05XA,S3,Intramed Dextrose 50%,Dextrose Anhydrous,250,g/500 ml,INF,50,10,269.50,33.69,42.45,345.64,0.69,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,W/18.1/190,833010018,B05XA,S3,Intramed Mannitol 25% M/V Injection ,Mannitol,13,g/50 ml,INJ,50,1,30.27,3.78,4.77,38.82,0.78,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,W/18.1/190,833010019,B05XA,S3,Intramed Mannitol 25% M/V Injection,Mannitol,13,g/50 ml,INJ,50,10,303.04,37.88,47.73,388.65,0.78,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,F/24/65,834076004,B05XA,S3,Intramed Maintenance Solution,"Dextrose, Anhydrous",50,g/1000 ml,INF,1000,1,20.64,2.58,3.25,26.47,0.03,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,F/24/65,834076005,B05XA,S3,Intramed Maintenance Solution,"Dextrose, Anhydrous",50,g/1000 ml,INF,1000,12,247.68,30.96,39.01,317.65,0.03,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,H/24/276,845795007,B05XA,S3,Intramed Half Strength Darrows Solution With 5% Dextrose,Dextrose Anhydrous,50,g/1000ml,INF,200,1,14.11,1.76,2.22,18.09,0.09,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,H/24/276,845795008,B05XA,S3,Intramed Half Strength Darrows Solution With 5% Dextrose,Dextrose Anhydrous,50,g/1000ml,INF,200,40,565.45,70.68,89.06,725.19,0.09,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,H/24/276,845795009,B05XA,S3,Intramed Half Strength Darrows Solution With 5% Dextrose ,Dextrose Anhydrous,50,g/1000ml,INF,200,30,424.03,53.00,66.78,543.81,0.09,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,H/24/276,845809008,B05XA,S3,Intramed Half Strength Darrows Solution With 5% Dextrose,Dextrose Anhydrous,50,g/1000ml,INF,500,1,15.31,1.91,2.41,19.63,0.04,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,H/24/276,845809009,B05XA,S3,Intramed Half Strength Darrows Solution With 5% Dextrose,Dextrose Anhydrous,50,g/1000ml,INF,500,20,306.80,38.35,48.32,393.47,0.04,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,H/24/276,845809010,B05XA,S3,Intramed Half Strength Darrows Solution With 5% Dextrose,Dextrose Anhydrous,50,g/1000ml,INF,500,18,276.11,34.51,43.49,354.11,0.04,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,H/24/276,845817019,B05XA,S3,Intramed Half Strength Darrows Solution With 5% Dextrose ,Dextrose Anhydrous,50,g/1000ml,INF,1000,1,16.08,2.01,2.53,20.62,0.02,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,H/24/276,845817020,B05XA,S3,Intramed Half Strength Darrows Solution With 5% Dextrose,Dextrose Anhydrous,50,g/1000ml,INF,1000,12,192.98,24.12,30.39,247.49,0.02,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,28/34/0137,867438002,V07AB,S1                   ,Intrapour Sterile Water For Irrigation,Water For Injections,1000,ml/1000ml,SOL,1000,1,8.75,1.09,1.38,11.22,0.01,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,28/34/0137,867438011,V07AB,S1,Intrapour Sterile Water For Irrigation,Water For Injections,1000,ml/1000ml,SOL,1000,10,88.03,11.00,13.86,112.89,0.01,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,28/34/0137,867438012,V07AB,S1                    ,Intrapour Sterile Water For Irrigation,Water For Injections,1000,ml/1000ml,SOL,1000,6,53.39,6.67,8.41,68.47,0.01,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,31/12/0261,867926007,P01BC,S4,Quinine Dihydrochloride Fresenius 300Mg/Ml,Quinine Dihydrochloride,300,mg/ml,INJ,1,10,170.67,21.33,26.88,218.88,21.89,09 April 2015,,generic,
0000000181,Bodene (Pty) Ltd,28/24/0553,868035009,B05XA,S1                    ,Intrapour 0.9% M/V Sodium Chloride For Irrigation,Sodium Chloride,1,g/1000ml,SOL,1000,1,8.75,1.09,1.38,11.22,0.01,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,28/24/0553,868035018,B05XA,S1,Intrapour 0.9% M/V Sodium Chloride For Irrigation,Sodium Chloride,1,g/1000ml,SOL,1000,10,88.03,11.00,13.86,112.89,0.01,09 April 2015,,Generic,
0000000181,Bodene (Pty) Ltd,G 2781(Act 101),898666004,N01BB,S4,Lignocaine Hcl Fresenius 1% 20Ml Vial,Lignocaine Hcl Monohydrate,10,mg/ml,INJ,20,10,68.35,8.54,10.76,87.65,0.44,09 April 2015,,generic,
0000000181,Bodene (Pty) Ltd,G 2782(Act 101),898674007,N01BB,S4,Lignocaine Hcl Fresenius 2% 20Ml Vial,Lignocaine Hcl Monohydrate,20,mg/ml,INJ,20,10,112.99,14.12,17.80,144.91,0.72,09 April 2015,,generic,
0000000181,Bodene (Pty) Ltd,Y/6.1/415,899027007,C01CA,S4,Dopamine Hcl Fresenius 200Mg/5Ml ,Dopamine Hcl,200,mg/5ml,INJ,5,10,374.75,46.84,59.02,480.61,9.61,09 April 2015,,generic,
0000000181,Bodene (Pty) Ltd,Y/17.1/407,899484007,M03AC,S4,Pancuronium Bromide Fresenius 4Mg/2Ml,Pancuronium Bromide,4,mg/2ml,INJ,2,10,98.67,12.33,15.54,126.54,6.33,09 April 2015,,generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719004001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.25 x 8mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719006001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.50 x 8mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719007001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.75 x 8mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719008001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 3.00 x 8mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719013001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 3.50 x 8mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719014001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 4.00 x 8mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719016001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.25 x 12mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719017001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.50 x 12mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719018001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.75x 12mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719019001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 3.00 x 12mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719025001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 3.50 x 12mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719026001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 4.00 x 12mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719030001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.25 x 16mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719032001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.50 x 16mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719033001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System  2.75 x 16mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719035001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System  3.00 x 16mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719037001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 3.50 x 16mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719039001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 4.00 x 16mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719041001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System  2.25 x 20mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719042001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.50 x 20mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719050001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.75 x 20mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719051001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 3.00 x 20mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719053001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 3.50 x 20mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719054001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.25 x 28mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719055001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System  4.00 x 20mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719056001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.50 x 28mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719057001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.75 x 28mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719059001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 3.00 x 28mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719060001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System  2.25 x 24mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719061001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.50 x 24mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719062001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.75 x 24mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719063001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System  3.50 x 28mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719064001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 4.00 x 28mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719065001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 3.00 x 24mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719066001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System  3.50 x 24mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719067001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 4.00 x 24mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719068001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.25 x 32mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719070001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System  2.50 x 32mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719071001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.75 x 32mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719072001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System  3.00 x 32mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719073001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 3.50 x 32mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719074001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.50 x 38mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719075001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 2.75 x 38mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719076001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 3.00 x 38mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719077001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System 3.50 x 38mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
0000001119,Boston Scientific (Pty) Ltd,43/32.16/0352,719078001,  LO4AA,S4,Promus Element™ Monorail Everolimus-Eluting Coronary Stent System  4.00 x 32mm,Everolimus,100,μg/cm2,DES,1,1,"4,889.50",812.25,798.25,"6,500.00","6,500.00",21 January 2016,,Generic,
