Dtabase Of Medicine Prices 31st March 2010,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No,Applicant Name,Product MCC Registration No,Nappi Code,ATC 4 ,Schedule,Product Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,Originator or Generic,12 Months Volume of Sales
0000000178,Eli Lilly,38/2.6.5/0073,707939001,N05AH,S5,ZYPREXA VELOTAB ,Olanzapine,10,mg,TAB,28,,"1,027.50",65.76,153.06,"1,246.32",44.51,2009-08-27,,,
0000000178,Eli Lilly,33/21.1/0074,706762001,A10AD,S3,Humalog Mix50 MirioPen 3.0ml Pre-filled/Disposable,Insulin Lispro (rDNA),100,IU/ml,INJ,5,,403.21,25.81,60.06,489.08,99.62,2009-02-15,,,
0000000200,Ferring,S/8.1/360,717754006,H01BA,S4,Ddavp  ,Desmopressin,4,mcg/ml,INJ,10,,580.17,58.02,89.35,727.53,72.75,2009-04-10,,,
0000000200,Ferring Pharmaceuticals,A40/11/0374,714134001,A07EC,S3,Pentasa,Mesalazine,1,g,SUP,28,,630.00,63.00,97.02,790.02,28.21,2010-02-18,,,
0000000200,Ferring,U/18.2/99,837555019,H01BA,S4,Ddavp  ,Desmopressin,0,mg/ml,NAS,1,,529.67,52.97,81.57,664.21,664.21,2009-04-10,,,
0000000200,Ferring,M/18.2/117,717746003,H01BA,S4,Ddavp ,Desmopressin,0,mg/ml,NOD,1,,311.24,31.12,47.93,390.30,390.30,2009-04-10,,,
0000000200,Ferring,29/18.2/0429,837563003,H01BA,S4,Ddavp  ,Desmopressin,0,mg,TAB,30,,281.31,28.13,43.32,352.76,11.76,2009-04-10,,,
0000000200,Ferring,34/18.2/0402,703639003,H01BA,S4,Ddavp  ,Desmopressin,0,mg,TAB,30,,347.02,34.70,53.44,435.17,14.51,2009-04-10,,,
0000000200,Ferring,28/21.12/0529,829021019,G02CB,S4,Norprolac ,Quinagolide,75,mcg,TAB,30,,695.50,51.33,104.56,851.38,28.38,2009-04-27,,,
0000000200,Ferring,28/21.12/0529,829013008,G02CB,S4,Norprolac ,Quinagolide,6,mcg,TAB,6,,134.39,9.92,20.20,164.51,27.42,2009-04-27,,,
0000000200,Ferring,28/21.12/0531,829048006,G02CB,S4,Norprolac ,Quinagolide,150,mcg,TAB,30,,921.44,92.14,141.90,"1,155.49",38.52,2009-04-10,,,
0000000200,Ferring,33/11/0088,890775004,A07EC,S3,Pentasa,Mesalazine,500,mg,TAB,100,,317.80,31.78,48.94,398.53,3.99,2009-04-10,,,
0000000200,Ferring,D/7.2/227,756172004,H01BA,S4,Por 8,Ornipressin,5,iu/ml,INJ,5,,404.45,40.45,62.29,507.18,101.44,2009-04-10,,,
0000000200,Ferring,33/19/0059,702183003,G02AD,S4,Propess  ,Dinoprostone,10,mg,VAT,5,,"2,812.75",281.28,433.16,"3,527.19",705.44,2009-04-10,,,
0000000200,Ferring,36/18.9/0035,700697001,G02CX,S4,Tractocile (0.9ml),Atosiban,8,mg/ml,INJ,1,,284.09,28.41,43.75,356.24,395.83,2009-04-10,,,
0000000200,Ferring,36/18.9/0036,700698001,G02CX,S4,Tractocile (5ml),Atosiban,8,mg/ml,INJ,1,,794.33,79.43,122.33,996.08,199.22,2009-04-10,,,
0000000200,Ferring (Pty) Ltd,A39/21.10/0357 and A39/34/0412,708107001,G03GA,S4,MENOPUR,MENOTROPHIN,75,iu,INJ,10,,"1,452.09",108.91,218.54,"1,779.54",177.95,2009-09-28,,,
0000000200,Ferring (Pty) Ltd,37/21.10/0408 and 37/34/0409,710373001,L02AE,S4,GONAPEPTYL,TRIPTORELIN,,mg,INJ,1,,915.86,91.59,141.04,"1,148.48","1,148.48",2009-04-10,,,
0000000771,Fresenuis Kabi,Z/24/59,820725013,A11JB,S3,Additrace  10ML,Copper sulfate,1,mg,INJ,20,,"1,631.20",204.00,257.00,"2,092.20",104.61,2009-03-02,,,
,,,,,,,Iron,1,mg,,,,,,,,,,,,
,,,,,,,Lithium,1,mg,,,,,,,,,,,,
,,,,,,,Manganese,1,mg,,,,,,,,,,,,
,,,,,,,Selenium,1,mg,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,mg,,,,,,,,,,,,
0000000771,Fresenuis Kabi,Z/24/59,820725014,A11JB,S3,Additrace  10ML,Copper sulfate,1,mg,INJ,1,,81.56,10.20,12.85,104.61,104.61,2009-03-02,,,
,,,,,,,Iron,1,mg,,,,,,,,,,,,
,,,,,,,Lithium,1,mg,,,,,,,,,,,,
,,,,,,,Manganese,1,mg,,,,,,,,,,,,
,,,,,,,Selenium,1,mg,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,mg,,,,,,,,,,,,
0000000771,Fresenuis Kabi,C 923(Act 101),701211008,C01CA,S4,Adrenaline -Fresenius1mg/ml,Epinephrine,1,mg/ml,INJ,10,,25.06,3.13,3.95,32.14,3.21,2009-04-14,,,
0000000771,Fresenuis Kabi,29/20.1.1/0684,701070003,J01GB,S4,Amikacin Fresenius 1000mg/4ml Vial,Amikacin,1000,mg/4ml,INJ,10,,653.64,81.71,102.95,838.30,20.96,2009-04-14,,,
0000000771,Fresenuis Kabi,Y/20.1.1/175,701065006,J01GB,S4,Amikacin Fresenius 100mg/2ml Vial,Amikacin,100,mg/2ml,INJ,10,,147.23,18.40,23.19,188.82,9.44,2009-04-14,,,
0000000771,Fresenuis Kabi,Y/20.1.1/176,701073002,J01GB,S4,Amikacin Fresenius 250mg/2ml Vial,Amikacin,250,mg/2ml,INJ,10,,285.00,35.62,44.89,365.51,18.28,2009-04-14,,,
0000000771,Fresenuis Kabi,Y/20.1.1/178,701079003,J01GB,S4,Amikacin Fresenius 500mg/2ml Vial,Amikacin,500,mg/2ml,INJ,10,,418.54,52.32,65.92,536.78,26.84,2009-04-14,,,
0000000771,Fresenuis Kabi,G 628(Act 101),754315002,R03DA,S4,Aminophyllin IV Fresenius 250mg Ampoule ,Aminophylline,250,mg,INJ,10,,71.74,8.97,11.30,92.01,9.20,2009-04-14,,,
0000000771,Fresenuis Kabi,58/25.2/0381,869252002,B05XA,S1,Aminosteril KE 10% 1000ml,Amino acids,100,g,INJ,10,,"2,878.20",359.80,453.30,"3,691.30",369.13,2009-03-02,,,
0000000771,Fresenuis Kabi,58/25.2/0381,869252003,B05XA,S1,Aminosteril KE 10% 1000ml,Amino acids,100,g,INJ,1,,287.82,25.98,45.33,369.13,369.13,2009-03-02,,,
0000000771,Fresenuis Kabi,Y/25.2/369,869287002,B05XA,S1,Aminosteril N Hepa 8% 1000ml,Amino acids,80,g,INJ,10,,"2,820.40",352.60,444.20,"3,617.22",361.72,2009-03-02,,,
0000000771,Fresenuis Kabi,Y/25.2/369,869287001,B05XA,S1,Aminosteril N Hepa 8% 1000ml,Amino acids,80,g,INJ,1,,282.04,35.26,44.42,361.72,361.72,2009-03-02,,,
0000000771,Fresenuis Kabi,A39/23/0182,,B05XA,S1,Aminoven Infant 10% 100ml,Protein/Nitrogen,10,g,INJ,1,,78.85,9.86,12.42,101.13,1.01,2009-03-02,,,
0000000771,Fresenuis Kabi,A39/23/0182,,BO5XA,S1,Aminoven Infant 10% 1000ml,Protein/Nitrogen,100,g,INJ,1,,788.58,98.57,124.20,"1,011.35",1.01,2009-03-02,,,
0000000185,Fresenius Kabi (Pty) Ltd,N/A Section 21,714025001,N/A,S3,ITNBABY105, Nitrogen,0,g,INF,150,,364.01,45.50,57.33,466.84,3.11,2010-03-12,,,
,,,,,,,Glucose,9,g,,,,,,,,,,,,
,,,,,,,Lipid,3,g,,,,,,,,,,,,
,,,,,,,Sodium,3,mmol,,,,,,,,,,,,
,,,,,,,Potassium,2,mmol,,,,,,,,,,,,
,,,,,,,Chloride,6,mmol,,,,,,,,,,,,
,,,,,,,Magnesium,0,mmol,,,,,,,,,,,,
,,,,,,,Calcium,1,mmol,,,,,,,,,,,,
,,,,,,,Phosphate,1,mmol,,,,,,,,,,,,
,,,,,,,Zinc,3,mmol,,,,,,,,,,,,
,,,,,,,Copper,0,mmol,,,,,,,,,,,,
,,,,,,,Manganese,16,nmol,,,,,,,,,,,,
,,,,,,,Selenium,23,nmol,,,,,,,,,,,,
,,,,,,,Fluoride,3,mmol,,,,,,,,,,,,
,,,,,,,Iodine,7,nmol,,,,,,,,,,,,
,,,,,,,Thiamine HCI,0,mg,,,,,,,,,,,,
,,,,,,,Riboflavine,0,mg,,,,,,,,,,,,
,,,,,,,Nicotinamide,0,mg,,,,,,,,,,,,
,,,,,,,Pyridoxine,0,mg,,,,,,,,,,,,
,,,,,,,Pantothenic Acid,0,mg,,,,,,,,,,,,
,,,,,,,Ascorbic Acid,1,mg,,,,,,,,,,,,
,,,,,,,Biotin,1,ug,,,,,,,,,,,,
,,,,,,,Folic Acid,0,mg,,,,,,,,,,,,
,,,,,,,Cyanocobalamin,0,ug,,,,,,,,,,,,
,,,,,,,Vitamin A,138,IU,,,,,,,,,,,,
,,,,,,,Vitamin D2,24,IU,,,,,,,,,,,,
,,,,,,,Vitamin E,0,IU,,,,,,,,,,,,
,,,,,,,Vitamin K1,12,ug,,,,,,,,,,,,
0000000771,Fresenuis Kabi,H/20.1.1/25,893889008,J01CA,S4,Ampicillin - Fresenius 250mg vial,Ampicillin,250,mg,INJ,100,,438.45,54.81,69.06,562.32,5.62,2009-04-14,,,
0000000771,Fresenuis Kabi,H/20.1.1/26,893890001,J01CA,S4,Ampicillin - Fresenius 500mg vial,Ampicillin,500,mg,INJ,10,,74.55,9.32,11.74,95.61,9.56,2009-04-14,,,
0000000771,Fresenuis Kabi,H/20.1.1/26,893890008,J01CA,S4,Ampicillin - Fresenius 500mg vial,Ampicillin,500,mg,INJ,100,,745.54,93.19,117.42,956.15,9.56,2009-04-14,,,
0000000771,Fresenuis Kabi,H/20.1.1/25,893889005,J01CA,S4,Ampicillin -Fresenius 250mg vial,Ampicillin,250,mg,INJ,10,,43.85,5.48,6.91,56.24,5.62,2009-04-14,,,
0000000771,Fresenuis Kabi,H 2473(Act 101),705071006,A11GA,S1,Ascorbic Acid - Fresenius 500mg/5ml Ampoule,Ascorbic acid,500,mg/5ml,INJ,10,,76.67,9.58,12.08,98.33,1.97,2009-04-14,,,
0000000771,Fresenuis Kabi,L/5.4/342,705551008,A03BA,S2,Atropine Sulphate Fresenius 0.5mg,Atropine,1,mg/ml,INJ,10,,27.56,3.45,4.34,35.35,3.54,2009-04-14,,,
0000000771,Fresenuis Kabi,J/5.4/400,705624005,A03BA,S2,Atropine Sulphate Fresenius 0.6mg,Atropine,1,mg/ml,INJ,10,,32.29,4.04,5.09,41.42,4.14,2009-04-14,,,
0000000771,Fresenuis Kabi,C 1005(Act 101),705578003,A03BA,S2,Atropine Sulphate Fresenius 1mg,Atropine,1,mg/ml,INJ,10,,27.71,3.46,4.36,35.53,3.55,2009-04-14,,,
0000000771,Fresenuis Kabi,H/24/176,802999019,B05XA,S1,Balsol 1000ml,Magnesium chloride,0,g,INJ,12,,243.96,30.48,38.40,312.72,26.06,2009-03-02,,,
,,,,,,,Potassium chloride,0,g,,,,,,,,,,,,
,,,,,,,Sodium bicarbonate,2,g,,,,,,,,,,,,
,,,,,,,Sodium chloride,6,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,H/24/176,802999018,B05XA,S1,Balsol 1000ml,Magnesium chloride,0,g,INJ,1,,20.32,2.54,3.20,26.06,26.06,2009-03-02,,,
,,,,,,,Potassium chloride,0,g,,,,,,,,,,,,
,,,,,,,Sodium bicarbonate,2,g,,,,,,,,,,,,
,,,,,,,Sodium chloride,6,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,N/20.1.2/38,791350010,J01CE,S4,Benzathine Pencillin Fresenius 1.2MUVial,Benzathine benzylpenicillin,1,mu,INJ,100,,315.52,39.44,49.69,404.65,4.05,2009-04-14,,,
0000000771,Fresenuis Kabi,N/20.1.2/39,791369021,J01CE,S4,Benzathine Penicillin Fresenius 2.4MU Vial,Benzathine benzylpenicillin,2,mu,INJ,10,,54.26,6.78,8.55,69.59,6.96,2009-04-14,,,
0000000771,Fresenuis Kabi,N/20.1.2/39,791369013,J01CE,S4,Benzathine Penicillin Fresenius 2.4Mu Vial,Benzathine benzylpenicillin,2,mu,INJ,50,,271.24,33.91,42.72,347.87,6.96,2009-04-14,,,
0000000771,Fresenuis Kabi,A/20.1.2/626,782203035,J01CE,S4,Benzyl Penicillin Fresenius 1Mu Vial,Benzylpenicillin,1,mu,INJ,10,,48.12,6.00,7.58,61.70,6.17,2009-04-14,,,
0000000771,Fresenuis Kabi,A/20.1.2/626,782203027,J01CE,S4,Benzyl Penicillin Fresenius 1Mu Vial,Benzylpenicillin,1,mu,INJ,100,,481.40,60.17,75.82,617.39,6.17,2009-04-14,,,
0000000771,Fresenuis Kabi,A/20.1.2/821,791334023,J01CE,S4,Benzyl Penicillin Fresenius 5MUVial,Benzylpenicillin,5,mu,INJ,10,,90.09,11.26,14.19,115.54,11.55,2009-04-14,,,
0000000771,Fresenuis Kabi,A/20.1.2/821,791334015,J01CE,S4,Benzyl Penicillin Fresenius 5MUVial,Benzylpenicillin,5,mu,INJ,50,,450.38,56.30,70.94,577.62,11.55,2009-04-14,,,
0000000771,Fresenuis Kabi,V/24/221,782211003,B05XA,S1,Calcium Chloride Fresenius 10% Ampoule,Calcium chloride,1,g/10ml,INJ,10,,86.76,10.85,13.67,111.28,11.13,2009-04-14,,,
0000000771,Fresenuis Kabi,E 1581(Act 101),711748004,B05XA,S1,Calcium Gluconate Fresenius Ampoule,Calcium gluconate,903,mg/10ml,INJ,10,,76.90,9.61,12.11,98.62,0.99,2009-04-14,,,
0000000771,Fresenuis Kabi,30/20.1.1/0076,840742002,J01DB,S4,Cefazolin Fresenius 1g Vial,Cefazolin,1,g,INJ,10,,106.04,13.26,16.70,136.00,13.60,2009-04-14,,,
0000000771,Fresenuis Kabi,Y/20.1.1/390,898689003,J01DB,S4,Cefazolin Fresenius 500mg Vial,Cefazolin,500,mg,INJ,10,,83.82,10.48,13.20,107.50,10.75,2009-04-14,,,
0000000771,Fresenuis Kabi,B 1449(Act 101),714216003,N05AA,S5,Chlorpromazine HCI Fresenius 25mg Ampoule/1ml,Chlorpromazine,25,mg/ml,INJ,10,,44.39,5.55,6.99,56.93,5.69,2009-04-14,,,
0000000771,Fresenuis Kabi,B 1636(Act 101),714224006,N05AA,S5,Chlorpromazine HCI Fresenius 50mg Ampoule/2ml,Chlorpromazine,50,mg/2ml,INJ,10,,88.79,11.10,13.98,113.87,5.69,2009-04-14,,,
0000000771,Fresenuis Kabi,Y/20.1.1/254,701051003,J01FA,S4,Clindamycin Fresenius 600mg/4ml,Clindamycin,600,mg/4ml,INJ,10,,241.34,30.17,38.01,309.52,7.74,2009-04-14,,,
0000000771,Fresenuis Kabi,M/20.1.2/227,701081005,J01CF,S4,Cloxacillin Fresenius 250mg Vial,Cloxacillin,250,mg,INJ,10,,50.17,6.27,7.90,64.34,6.43,2009-04-14,,,
0000000771,Fresenuis Kabi,M/20.1.2/228,701087003,J01CF,S4,Cloxacillin Fresenius 500mg Vial,Cloxacillin,500,mg,INJ,10,,107.43,13.43,16.92,137.78,13.78,2009-04-14,,,
0000000771,Fresenuis Kabi,38/20.1.1/078,707948001,J01DD,S4,Ceftriaxone -Fresenuis 250mg,Ceftriaxone ,250,mg,INJ,10,,163.74,20.47,25.79,210.00,21.00,2009-04-14,,,
0000000771,Fresenuis Kabi,38/20.1.1/077,707949001,J01DD,S4,Ceftriaxone -Fresenuis 500mg,Ceftriaxone ,500,mg,INJ,10,,278.83,34.85,43.91,357.59,35.76,2009-04-14,,,
0000000771,Fresenuis Kabi,38/20.1.1/076,707950001,J01DD,S4,Ceftriaxone -Fresenuis 1g,Ceftriaxone ,1,g,INJ,10,,300.53,37.57,47.33,385.43,38.54,2009-04-14,,,
0000000771,Fresenuis Kabi,38/20.1.1/075,707951001,J01DD,S4,Ceftriaxone -Fresenuis2g/30ml,Ceftriaxone ,2,g,INJ,1,,48.94,6.12,7.71,62.77,2.09,2009-03-02,,,
0000000771,Fresenuis Kabi,38/20.1.1/075,707964001,J01DD,S4,Ceftriaxone -Fresenuis2g/50ml,Ceftriaxone ,2,g,INJ,1,,52.26,6.53,8.23,67.02,1.34,2009-03-02,,,
0000000771,Fresenuis Kabi,C/24/226,815462019,B05XA,S1,Dextrose 10% 1000ml,Glucose,100,g,INJ,12,,242.88,30.36,38.28,311.52,25.96,2009-03-02,,,
0000000771,Fresenuis Kabi,C/24/226,815462018,B05XA,S1,Dextrose 10% 1000ml,Glucose,100,g,INJ,1,,20.24,2.53,3.19,25.96,25.96,2009-03-02,,,
0000000771,Fresenuis Kabi,C/25.2/288,814369007,B05XA,S1,Dextrose 5% -1000ml,Glucose,50,g,INJ,12,,174.20,24.89,27.87,226.96,0.02,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/288,814369006,B05XA,S1,Dextrose 5% -1000ml,Glucose,50,g,INJ,1,,14.52,2.07,2.32,18.91,0.02,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/288,834084008,B05XA,S1,Dextrose 5% -200ml,Glucose,5,g,INJ,40,,511.02,73.00,81.76,665.78,0.08,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/288,834084009,B05XA,S1,Dextrose 5% -200ml,Glucose,5,g,INJ,30,,383.26,54.75,61.32,499.34,0.08,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/288,834084007,B05XA,S1,Dextrose 5% -200ml,Glucose,5,g,INJ,1,,12.78,1.83,2.04,16.64,0.08,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/288,701515002,B05XA,S1,Dextrose 5% -500ml,Glucose,25,g,INJ,20,,278.60,39.80,44.58,362.97,0.04,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/288,701515003,B05XA,S1,Dextrose 5% -500ml,Glucose,25,g,INJ,18,,250.74,35.82,40.12,326.68,0.04,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/288,701515001,B05XA,S1,Dextrose 5% -500ml,Glucose,25,g,INJ,1,,13.93,1.99,2.23,18.15,0.04,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/288,815691010,B05XA,S1,Dextrose 5%-100ml,Glucose,1,g,INJ,50,,609.44,87.06,97.51,794.01,0.16,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/288,815691011,B05XA,S1,Dextrose 5%-100ml,Glucose,1,g,INJ,40,,487.55,69.65,78.01,635.21,0.16,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/288,815691009,B05XA,S1,Dextrose 5%-100ml,Glucose,1,g,INJ,1,,12.19,1.74,1.95,15.88,0.16,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/228,815683007,B05XA,S1,Dextrose 5%-50ml,Glucose,0,g,INJ,60,,696.68,99.53,111.47,907.67,0.30,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/228,815683008,B05XA,S1,Dextrose 5%-50ml,Glucose,0,g,INJ,50,,580.56,82.94,92.89,756.39,0.30,2010-03-26,,,
0000000771,Fresenuis Kabi,C/25.2/228,815683006,B05XA,S1,Dextrose 5%-50ml,Glucose,0,g,INJ,1,,11.80,1.47,1.86,15.13,0.30,2010-03-26,,,
,,,,,,,,,,,,,,,,,,,,,
0000000771,Fresenuis Kabi,L/24/196,827770007,B05XA,S1,Dextrose 50% 50ml,Glucose,1,g,INJ,10,,232.60,29.10,36.60,298.30,0.60,2009-03-02,,,
0000000771,Fresenuis Kabi,L/24/196,827770006,B05XA,S1,Dextrose 50% 50ml,Glucose,1,g,INJ,1,,23.26,2.91,3.66,29.83,0.60,2009-03-02,,,
0000000771,Fresenuis Kabi,V/24/222,782246001,V06DC,S1,Dextrose Fresenius 50% Ampoule 20ml,Glucose,25,mg,INJ,10,,127.37,15.92,20.06,163.35,0.82,2009-04-14,,,
0000000771,Fresenuis Kabi,33/23/0210,882313003,B05XA,S1,Dipeptivan 100ml,Alanine,20,g,INJ,10,,"2,682.00",335.20,422.40,"3,439.60",3.44,2009-03-02,,,
,,,,,,,Glutamine,1,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,33/23/0210,882313002,B05XA,S1,Dipeptivan 100ml,Alanine,20,g,INJ,1,,268.20,33.52,42.24,343.96,3.44,2009-03-02,,,
,,,,,,,Glutamine,1,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,33/23/0210,882305019,B05XA,S1,Dipeptivan 50ml,Alanine,10,g,INJ,10,,"1,341.00",167.60,211.20,"1,719.80",3.44,2009-03-02,,,
,,,,,,,Glutamine,1,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,33/23/0210,882305018,B05XA,S1,Dipeptivan 50ml,Alanine,10,g,INJ,1,,134.10,16.76,21.12,171.98,3.44,2009-03-02,,,
,,,,,,,Glutamine,1,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,29/6.1/0345,898697006,C01CA,S4,Dobutamine Fresenius 250mg/20ml Ampoule,Dobutamine,250,mg/20ml,INJ,1,,135.73,16.97,21.38,174.08,8.70,2009-04-14,,,
0000000771,Fresenuis Kabi,29/6.1/0345,898697014,C01CA,S4,Dobutamine Fresenius 250mg/20ml Ampoule,Dobutamine,250,mg/20ml,INJ,5,,678.65,84.85,106.89,870.39,8.70,2009-04-14,,,
0000000771,Fresenuis Kabi,Y/6.1/415,899027007,C01CA,S4,Dopamine HCI Fresenius 200mg/5ml Ampoule,Dopamine,200,mg/5ml,INJ,10,,284.00,35.50,44.73,364.23,7.28,2009-04-14,,,
0000000771,Fresenuis Kabi,B1547,721077005,R07AB,S4,Doxapram Fresenius 20mg/1ml Vial,Doxapram,20,mg,INJ,1,,123.80,15.47,19.50,158.77,158.77,2009-04-14,,,
0000000771,Fresenuis Kabi,J/24/276,809047005,B05XA,S1,Electrolyte No 2 & Dextrose 10% 1000ml,Glucose,100,g,INJ,12,,255.36,31.92,40.20,327.48,0.03,2009-03-02,,,
,,,,,,,Potassium chloride,1,g,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,g,,,,,,,,,,,,
,,,,,,,Sodium chloride,2,g,,,,,,,,,,,,
,,,,,,,Sodium lactate,3,g,,,,,,,,,,,,
,,,,,,,Sodium phosphate,200,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,J/24/276,809047004,B05XA,S1,Electrolyte No 2 & Dextrose 10% 1000ml,Glucose,100,g,INJ,1,,21.28,2.66,3.35,27.29,0.03,2009-03-02,,,
,,,,,,,Potassium chloride,1,g,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,g,,,,,,,,,,,,
,,,,,,,Sodium chloride,2,g,,,,,,,,,,,,
,,,,,,,Sodium lactate,3,g,,,,,,,,,,,,
,,,,,,,Sodium phosphate,200,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,X/19/263,723967008,G02AB,S4,Ergometrine Maleate Fresenius 0.5mg/ml Ampoule,Ergometrine,1,mg/ml,INJ,10,,82.44,10.30,12.98,105.72,10.57,2009-04-14,,,
0000000771,Fresenuis Kabi,W/2.9/123,701050003,N01AH,S6,Fentanyl Fresenius 100mcg/2ml Ampoule,Fentanyl,100,mcg/2ml,INJ,10,,128.97,16.12,20.31,165.40,8.27,2009-04-14,,,
0000000771,Fresenuis Kabi,X/2.7/260,702067003,N01AH,S6,Fentanyl Fresenius 500mcg/10ml Ampoule,Fentanyl,500,mcg/10ml,INJ,5,,322.38,40.30,50.78,413.46,8.27,2009-04-14,,,
0000000771,Fresenuis Kabi,K/18.1/207,727687018,C03CA,S3,Furosemide Fresenius 20mg/2ml Ampoule,Furosemide,20,mg/2ml,INJ,10,,47.87,5.98,7.54,61.39,3.07,2009-04-14,,,
0000000771,Fresenuis Kabi,Z/18.1/139,799955019,C03CA,S3,Furosemide Fresenius 250mg/25ml Ampoule,Furosemide,250,mg/25ml,INJ,10,,528.50,66.06,83.24,677.80,2.71,2009-04-14,,,
0000000771,Fresenuis Kabi,Z/18.1/138,799947008,C03CA,S3,Furosemide Fresenius 50mg/5ml Ampoule,Furosemide,50,mg/5ml,INJ,10,,105.70,12.21,16.51,134.42,2.69,2009-04-14,,,
0000000771,Fresenuis Kabi,L20.1.1/162,725862009,J01GB,S4,Gentamycin Fresenius 20mg/2ml Ampoule,Gentamicin,20,mg/2ml,INJ,10,,104.18,13.02,16.41,133.61,6.68,2009-04-14,,,
0000000771,Fresenuis Kabi,N/20.1.1/71,701618001,J01GB,S4,Gentamycin Fresenius 20mg/2ml Vial,Gentamicin,20,mg/2ml,INJ,10,,95.09,11.89,14.98,121.96,6.10,2009-04-14,,,
0000000771,Fresenuis Kabi,L20.1.1/163,725838019,J01GB,S4,Gentamycin Fresenius 40mg/1ml Ampoule,Gentamicin,40,mg/ml,INJ,10,,159.08,19.88,25.05,204.01,20.40,2009-04-14,,,
0000000771,Fresenuis Kabi,L20.1.1/164,701046003,J01GB,S4,Gentamycin Fresenius 80mg/2ml Ampoule,Gentamicin,80,mg/2ml,INJ,10,,213.24,26.65,33.58,273.47,13.67,2009-04-14,,,
0000000771,Fresenuis Kabi,L20.1.1/165,725854006,J01GB,S4,Gentamycin Fresenius 80mg/2ml Vial,Gentamicin,80,mg/2ml,INJ,10,,149.48,18.69,23.54,191.71,9.59,2009-04-14,,,
0000000771,Fresenuis Kabi,31/25.2/0087,869236009,B05XA,S1,Glamin 1000ml,Protein hydrolysates,136,g,INJ,6,,"3,771.60",471.40,594.06,"4,837.14",0.81,2009-03-02,,,
0000000771,Fresenuis Kabi,31/25.2/0087,869236009,B05XA,S1,Glamin 1000ml,Protein hydrolysates,136,g,INJ,1,,628.60,78.58,99.01,806.19,0.81,2009-03-02,,,
0000000771,Fresenuis Kabi,27/8.4/0155,,B05AA,S1,Haes-Steril 10% ,Hetastarch,100,g,INJ,15,,"4,374.75",546.90,689.04,"5,610.75",374.05,2009-03-02,,,
,,,,,,,Sodium chloride,1,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,27/8.4/0155,808911009,B05AA,S1,Haes-Steril 10% ,Hetastarch,100,g,INJ,20,,"5,833.00",729.20,918.80,"7,481.00",374.05,2009-03-02,,,
,,,,,,,Sodium chloride,1,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,27/8.4/0155,808911007,B05AA,S1,Haes-Steril 10% ,Hetastarch,100,g,INJ,1,,291.65,36.46,45.94,374.05,374.05,2009-03-02,,,
,,,,,,,Sodium chloride,1,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,27/8.4/0154,808873009,B05AA,S1,Haes-Steril 6%-250ml,Hetastarch,30,g,INJ,10,,"1,044.30",130.50,164.50,"1,339.30",0.54,2009-03-02,,,
,,,,,,,Sodium chloride,1,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,27/8.4/0154,808873008,B05AA,S1,Haes-Steril 6%-250ml,Hetastarch,30,g,INJ,1,,92.59,11.58,14.59,118.76,0.48,2010-03-26,,,
,,,,,,,Sodium chloride,1,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,27/8.4/0154,808881020,B05AA,S1,Haes-Steril 6%-500ml,Hetastarch,60,g,INJ,10,,"1,851.80",231.50,291.70,"2,375.00",0.48,2010-03-26,,,
,,,,,,,Sodium chloride,1,g,,,,,,,,,,,,
0000000771,Fresenuis Kabi,27/8.4/0154,808881019,B05AA,S1,Haes-Steril 6%-500ml,Hetastarch,60,g,INJ,1,,185.18,23.15,29.17,237.50,0.48,2010-03-26,,,
,,,,,,,Sodium chloride,1,g,,,,,,,,,,,,
